trayID,species,spID,I,n,trayID_consec,day,planter,plate,domeID,side,x,x1,y,temp_PM,temp_AM,richness,SD,shannon,n_allP,n_allP.na,I_all,n_radish,n_arugula,n_basil,n_red_rom,n_green_rom,n_butter,I_radish,I_arugula,I_basil,I_red_rom,I_green_rom,I_butter,notes,n_others,n_others2,temp_PM_z,richness_z,n_others_z,n_others2_z,n_allP.na_z,n_radish_zsq,n_arugula_zsq,n_basil_zsq,n_red_rom_zsq,n_green_rom_zsq,n_butter_zsq,n_radish_p,n_arugula_p,n_basil_p,n_red_rom_p,n_green_rom_p,n_butter_p
91,red_rom,4,28,39,88,1,KF,2,63,R,9,9.3,7,24.9,23.1,4,0.5,1.347502698046863,238,231,194,85,57,48,41,0,0,80,51,33,30,0,0,NA,146,89,-0.15122728360833126,0.23794570527532174,-0.019679844434791073,-0.09229460864416378,0.12639672284495412,0.27243427192136377,0.28207833507551383,0.42792463029648026,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.36796536796536794,0.24675324675324675,0.2077922077922078,0.1774891774891775,0,0
92,arugula,2,24,57,89,2,CE,4,47,L,2,2,6,25.9,24.7,4,0.5,1.347502698046863,238,234,79,84,60,49,41,0,0,38,27,3,11,0,0,NA,150,90,0.14877115603232538,0.23794570527532174,0.004661952298295846,-0.08644711769264395,0.15153883948685465,0.2668466749974705,0.3052601303201895,0.4368124924851492,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2564102564102564,0.2094017094017094,0.1752136752136752,0,0
92,basil,3,1,47,89,2,CE,4,47,L,2,2,6,25.9,24.7,4,0.5,1.347502698046863,238,234,79,84,60,49,41,0,0,38,27,3,11,0,0,NA,150,90,0.14877115603232538,0.23794570527532174,0.004661952298295846,-0.08644711769264395,0.15153883948685465,0.2668466749974705,0.3052601303201895,0.4368124924851492,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2564102564102564,0.2094017094017094,0.1752136752136752,0,0
92,radish,1,33,79,89,2,CE,4,47,L,2,2,6,25.9,24.7,4,0.5,1.347502698046863,238,234,79,84,60,49,41,0,0,38,27,3,11,0,0,NA,150,90,0.14877115603232538,0.23794570527532174,0.004661952298295846,-0.08644711769264395,0.15153883948685465,0.2668466749974705,0.3052601303201895,0.4368124924851492,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2564102564102564,0.2094017094017094,0.1752136752136752,0,0
92,red_rom,4,9,39,89,2,CE,4,47,L,2,2,6,25.9,24.7,4,0.5,1.347502698046863,238,234,79,84,60,49,41,0,0,38,27,3,11,0,0,NA,150,90,0.14877115603232538,0.23794570527532174,0.004661952298295846,-0.08644711769264395,0.15153883948685465,0.2668466749974705,0.3052601303201895,0.4368124924851492,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2564102564102564,0.2094017094017094,0.1752136752136752,0,0
93,arugula,2,32,54,90,3,KF,7,48,L,3,3,6,25.3,24.1,4,0.5,1.347502698046863,238,231,126,86,57,47,41,0,0,62,35,15,14,0,0,NA,145,88,-0.031227907752067963,0.23794570527532174,-0.025765293618062804,-0.09814209959568361,0.12639672284495412,0.2779890961677518,0.28207833507551383,0.4189436938730824,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3722943722943723,0.24675324675324675,0.20346320346320346,0.1774891774891775,0,0
93,basil,3,13,45,90,3,KF,7,48,L,3,3,6,25.3,24.1,4,0.5,1.347502698046863,238,231,126,86,57,47,41,0,0,62,35,15,14,0,0,NA,145,88,-0.031227907752067963,0.23794570527532174,-0.025765293618062804,-0.09814209959568361,0.12639672284495412,0.2779890961677518,0.28207833507551383,0.4189436938730824,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3722943722943723,0.24675324675324675,0.20346320346320346,0.1774891774891775,0,0
93,radish,1,57,81,90,3,KF,7,48,L,3,3,6,25.3,24.1,4,0.5,1.347502698046863,238,231,126,86,57,47,41,0,0,62,35,15,14,0,0,NA,145,88,-0.031227907752067963,0.23794570527532174,-0.025765293618062804,-0.09814209959568361,0.12639672284495412,0.2779890961677518,0.28207833507551383,0.4189436938730824,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3722943722943723,0.24675324675324675,0.20346320346320346,0.1774891774891775,0,0
93,red_rom,4,12,39,90,3,KF,7,48,L,3,3,6,25.3,24.1,4,0.5,1.347502698046863,238,231,126,86,57,47,41,0,0,62,35,15,14,0,0,NA,145,88,-0.031227907752067963,0.23794570527532174,-0.025765293618062804,-0.09814209959568361,0.12639672284495412,0.2779890961677518,0.28207833507551383,0.4189436938730824,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3722943722943723,0.24675324675324675,0.20346320346320346,0.1774891774891775,0,0
94,arugula,2,34,57,91,1,LR,2,88,R,7,7.3,10,21.8,24.3,4,0.5,1.347502698046863,238,235,152,86,60,49,40,0,0,68,37,29,18,0,0,NA,149,89,-1.0812224464943663,0.23794570527532174,-0.0014234968849758838,-0.09229460864416378,0.15991954503415481,0.2779890961677518,0.3052601303201895,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.3659574468085106,0.2553191489361702,0.20851063829787234,0.1702127659574468,0,0
94,basil,3,26,46,91,1,LR,2,88,R,7,7.3,10,21.8,24.3,4,0.5,1.347502698046863,238,235,152,86,60,49,40,0,0,68,37,29,18,0,0,NA,149,89,-1.0812224464943663,0.23794570527532174,-0.0014234968849758838,-0.09229460864416378,0.15991954503415481,0.2779890961677518,0.3052601303201895,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.3659574468085106,0.2553191489361702,0.20851063829787234,0.1702127659574468,0,0
94,radish,1,64,82,91,1,LR,2,88,R,7,7.3,10,21.8,24.3,4,0.5,1.347502698046863,238,235,152,86,60,49,40,0,0,68,37,29,18,0,0,NA,149,89,-1.0812224464943663,0.23794570527532174,-0.0014234968849758838,-0.09229460864416378,0.15991954503415481,0.2779890961677518,0.3052601303201895,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.3659574468085106,0.2553191489361702,0.20851063829787234,0.1702127659574468,0,0
94,red_rom,4,17,38,91,1,LR,2,88,R,7,7.3,10,21.8,24.3,4,0.5,1.347502698046863,238,235,152,86,60,49,40,0,0,68,37,29,18,0,0,NA,149,89,-1.0812224464943663,0.23794570527532174,-0.0014234968849758838,-0.09229460864416378,0.15991954503415481,0.2779890961677518,0.3052601303201895,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.3659574468085106,0.2553191489361702,0.20851063829787234,0.1702127659574468,0,0
95,arugula,2,15,58,92,2,KF,6,37,L,1,1,5,28.7,25.4,4,0.5,1.347502698046863,238,234,59,84,61,49,40,0,0,26,18,5,10,0,0,SUSPICIOUS ABOUT CONTAMINATION IN LOWER RIGHT CORNER,150,89,0.9887667870261642,0.23794570527532174,0.004661952298295846,-0.09229460864416378,0.15153883948685465,0.2668466749974705,0.3128580389086248,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2606837606837607,0.2094017094017094,0.17094017094017094,0,0
95,basil,3,3,47,92,2,KF,6,37,L,1,1,5,28.7,25.4,4,0.5,1.347502698046863,238,234,59,84,61,49,40,0,0,26,18,5,10,0,0,SUSPICIOUS ABOUT CONTAMINATION IN LOWER RIGHT CORNER,150,89,0.9887667870261642,0.23794570527532174,0.004661952298295846,-0.09229460864416378,0.15153883948685465,0.2668466749974705,0.3128580389086248,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2606837606837607,0.2094017094017094,0.17094017094017094,0,0
95,radish,1,22,80,92,2,KF,6,37,L,1,1,5,28.7,25.4,4,0.5,1.347502698046863,238,234,59,84,61,49,40,0,0,26,18,5,10,0,0,SUSPICIOUS ABOUT CONTAMINATION IN LOWER RIGHT CORNER,150,89,0.9887667870261642,0.23794570527532174,0.004661952298295846,-0.09229460864416378,0.15153883948685465,0.2668466749974705,0.3128580389086248,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2606837606837607,0.2094017094017094,0.17094017094017094,0,0
95,red_rom,4,7,37,92,2,KF,6,37,L,1,1,5,28.7,25.4,4,0.5,1.347502698046863,238,234,59,84,61,49,40,0,0,26,18,5,10,0,0,SUSPICIOUS ABOUT CONTAMINATION IN LOWER RIGHT CORNER,150,89,0.9887667870261642,0.23794570527532174,0.004661952298295846,-0.09229460864416378,0.15153883948685465,0.2668466749974705,0.3128580389086248,0.4368124924851492,0.3589812190847404,-0.3561175935032453,-0.34295888379045403,0.358974358974359,0.2606837606837607,0.2094017094017094,0.17094017094017094,0,0
96,arugula,2,35,57,93,3,KF,7,52,R,7,7.3,6,24.1,23.6,4,0.5,1.347502698046863,238,234,127,83,60,50,41,0,0,56,38,16,17,0,0,NA,151,91,-0.3912260353208557,0.23794570527532174,0.010747401481567576,-0.08059962674112413,0.15153883948685465,0.2612257183968207,0.3052601303201895,0.44561011555836566,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3547008547008547,0.2564102564102564,0.21367521367521367,0.1752136752136752,0,0
96,basil,3,14,48,93,3,KF,7,52,R,7,7.3,6,24.1,23.6,4,0.5,1.347502698046863,238,234,127,83,60,50,41,0,0,56,38,16,17,0,0,NA,151,91,-0.3912260353208557,0.23794570527532174,0.010747401481567576,-0.08059962674112413,0.15153883948685465,0.2612257183968207,0.3052601303201895,0.44561011555836566,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3547008547008547,0.2564102564102564,0.21367521367521367,0.1752136752136752,0,0
96,radish,1,51,78,93,3,KF,7,52,R,7,7.3,6,24.1,23.6,4,0.5,1.347502698046863,238,234,127,83,60,50,41,0,0,56,38,16,17,0,0,NA,151,91,-0.3912260353208557,0.23794570527532174,0.010747401481567576,-0.08059962674112413,0.15153883948685465,0.2612257183968207,0.3052601303201895,0.44561011555836566,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3547008547008547,0.2564102564102564,0.21367521367521367,0.1752136752136752,0,0
96,red_rom,4,16,39,93,3,KF,7,52,R,7,7.3,6,24.1,23.6,4,0.5,1.347502698046863,238,234,127,83,60,50,41,0,0,56,38,16,17,0,0,NA,151,91,-0.3912260353208557,0.23794570527532174,0.010747401481567576,-0.08059962674112413,0.15153883948685465,0.2612257183968207,0.3052601303201895,0.44561011555836566,0.36859342937782613,-0.3561175935032453,-0.34295888379045403,0.3547008547008547,0.2564102564102564,0.21367521367521367,0.1752136752136752,0,0
97,basil,3,26,57,94,1,LR,2,36,R,9,9.3,4,26,22.7,4,0.5,1.347502698046863,238,234,132,85,0,60,49,40,0,64,0,29,25,14,0,NA,149,149,0.17877099999639148,0.23794570527532174,-0.0014234968849758838,0.2585548484470258,0.15153883948685465,0.27243427192136377,-0.6102721561599711,0.5291571646056635,0.4416158861036162,0.41160939879287295,-0.34295888379045403,0.36324786324786323,0,0.2564102564102564,0.2094017094017094,0.17094017094017094,0
97,green_rom,5,11,37,94,1,LR,2,36,R,9,9.3,4,26,22.7,4,0.5,1.347502698046863,238,234,132,85,0,60,49,40,0,64,0,29,25,14,0,NA,149,149,0.17877099999639148,0.23794570527532174,-0.0014234968849758838,0.2585548484470258,0.15153883948685465,0.27243427192136377,-0.6102721561599711,0.5291571646056635,0.4416158861036162,0.41160939879287295,-0.34295888379045403,0.36324786324786323,0,0.2564102564102564,0.2094017094017094,0.17094017094017094,0
97,radish,1,60,81,94,1,LR,2,36,R,9,9.3,4,26,22.7,4,0.5,1.347502698046863,238,234,132,85,0,60,49,40,0,64,0,29,25,14,0,NA,149,149,0.17877099999639148,0.23794570527532174,-0.0014234968849758838,0.2585548484470258,0.15153883948685465,0.27243427192136377,-0.6102721561599711,0.5291571646056635,0.4416158861036162,0.41160939879287295,-0.34295888379045403,0.36324786324786323,0,0.2564102564102564,0.2094017094017094,0.17094017094017094,0
97,red_rom,4,23,47,94,1,LR,2,36,R,9,9.3,4,26,22.7,4,0.5,1.347502698046863,238,234,132,85,0,60,49,40,0,64,0,29,25,14,0,NA,149,149,0.17877099999639148,0.23794570527532174,-0.0014234968849758838,0.2585548484470258,0.15153883948685465,0.27243427192136377,-0.6102721561599711,0.5291571646056635,0.4416158861036162,0.41160939879287295,-0.34295888379045403,0.36324786324786323,0,0.2564102564102564,0.2094017094017094,0.17094017094017094,0
98,arugula,2,9,81,95,2,CE,4,50,R,5,5.3,6,24.9,24.4,4,0.5,1.347502698046863,238,237,23,0,85,41,50,0,61,0,13,3,5,0,2,NA,237,152,-0.15122728360833126,0.23794570527532174,0.5340960312429364,0.2760973213015853,0.17668095612875517,-0.6746551409302689,0.4794292268264048,0.36292407742399235,0.4503104026881448,-0.3561175935032453,0.643748915977907,0,0.35864978902953587,0.1729957805907173,0.2109704641350211,0,0.25738396624472576
98,basil,3,2,39,95,2,CE,4,50,R,5,5.3,6,24.9,24.4,4,0.5,1.347502698046863,238,237,23,0,85,41,50,0,61,0,13,3,5,0,2,NA,237,152,-0.15122728360833126,0.23794570527532174,0.5340960312429364,0.2760973213015853,0.17668095612875517,-0.6746551409302689,0.4794292268264048,0.36292407742399235,0.4503104026881448,-0.3561175935032453,0.643748915977907,0,0.35864978902953587,0.1729957805907173,0.2109704641350211,0,0.25738396624472576
98,butter,6,1,57,95,2,CE,4,50,R,5,5.3,6,24.9,24.4,4,0.5,1.347502698046863,238,237,23,0,85,41,50,0,61,0,13,3,5,0,2,NA,237,152,-0.15122728360833126,0.23794570527532174,0.5340960312429364,0.2760973213015853,0.17668095612875517,-0.6746551409302689,0.4794292268264048,0.36292407742399235,0.4503104026881448,-0.3561175935032453,0.643748915977907,0,0.35864978902953587,0.1729957805907173,0.2109704641350211,0,0.25738396624472576
98,red_rom,4,3,48,95,2,CE,4,50,R,5,5.3,6,24.9,24.4,4,0.5,1.347502698046863,238,237,23,0,85,41,50,0,61,0,13,3,5,0,2,NA,237,152,-0.15122728360833126,0.23794570527532174,0.5340960312429364,0.2760973213015853,0.17668095612875517,-0.6746551409302689,0.4794292268264048,0.36292407742399235,0.4503104026881448,-0.3561175935032453,0.643748915977907,0,0.35864978902953587,0.1729957805907173,0.2109704641350211,0,0.25738396624472576
99,arugula,2,22,39,96,3,CE,7,72,L,9,9,8,23.7,22.1,4,0.5,1.347502698046863,238,235,139,61,41,83,50,0,0,47,24,42,26,0,0,NA,174,133,-0.5112254111771191,0.23794570527532174,0.15071273269681737,0.1649949932227086,0.15991954503415481,0.12766267575186382,0.14654325584715786,0.6980671823793013,0.4503104026881448,-0.3561175935032453,-0.34295888379045403,0.25957446808510637,0.17446808510638298,0.35319148936170214,0.2127659574468085,0,0
99,basil,3,37,78,96,3,CE,7,72,L,9,9,8,23.7,22.1,4,0.5,1.347502698046863,238,235,139,61,41,83,50,0,0,47,24,42,26,0,0,NA,174,133,-0.5112254111771191,0.23794570527532174,0.15071273269681737,0.1649949932227086,0.15991954503415481,0.12766267575186382,0.14654325584715786,0.6980671823793013,0.4503104026881448,-0.3561175935032453,-0.34295888379045403,0.25957446808510637,0.17446808510638298,0.35319148936170214,0.2127659574468085,0,0
99,radish,1,44,58,96,3,CE,7,72,L,9,9,8,23.7,22.1,4,0.5,1.347502698046863,238,235,139,61,41,83,50,0,0,47,24,42,26,0,0,NA,174,133,-0.5112254111771191,0.23794570527532174,0.15071273269681737,0.1649949932227086,0.15991954503415481,0.12766267575186382,0.14654325584715786,0.6980671823793013,0.4503104026881448,-0.3561175935032453,-0.34295888379045403,0.25957446808510637,0.17446808510638298,0.35319148936170214,0.2127659574468085,0,0
99,red_rom,4,24,48,96,3,CE,7,72,L,9,9,8,23.7,22.1,4,0.5,1.347502698046863,238,235,139,61,41,83,50,0,0,47,24,42,26,0,0,NA,174,133,-0.5112254111771191,0.23794570527532174,0.15071273269681737,0.1649949932227086,0.15991954503415481,0.12766267575186382,0.14654325584715786,0.6980671823793013,0.4503104026881448,-0.3561175935032453,-0.34295888379045403,0.25957446808510637,0.17446808510638298,0.35319148936170214,0.2127659574468085,0,0
100,arugula,2,1,38,97,1,LR,1,53,L,8,8,6,24.5,24,4,0.5,1.347502698046863,238,238,11,0,41,0,86,61,50,0,4,0,4,2,1,NA,238,197,-0.2712266594645935,0.23794570527532174,0.5401814804262081,0.5392344141199775,0.18506166167605534,-0.6746551409302689,0.14654325584715786,-0.42973116344007867,0.7197729476070346,0.5919553047580471,0.5503643839895516,0,0.1722689075630252,0,0.36134453781512604,0.25630252100840334,0.21008403361344538
100,butter,6,0,48,97,1,LR,1,53,L,8,8,6,24.5,24,4,0.5,1.347502698046863,238,238,11,0,41,0,86,61,50,0,4,0,4,2,1,NA,238,197,-0.2712266594645935,0.23794570527532174,0.5401814804262081,0.5392344141199775,0.18506166167605534,-0.6746551409302689,0.14654325584715786,-0.42973116344007867,0.7197729476070346,0.5919553047580471,0.5503643839895516,0,0.1722689075630252,0,0.36134453781512604,0.25630252100840334,0.21008403361344538
100,green_rom,5,0,58,97,1,LR,1,53,L,8,8,6,24.5,24,4,0.5,1.347502698046863,238,238,11,0,41,0,86,61,50,0,4,0,4,2,1,NA,238,197,-0.2712266594645935,0.23794570527532174,0.5401814804262081,0.5392344141199775,0.18506166167605534,-0.6746551409302689,0.14654325584715786,-0.42973116344007867,0.7197729476070346,0.5919553047580471,0.5503643839895516,0,0.1722689075630252,0,0.36134453781512604,0.25630252100840334,0.21008403361344538
100,red_rom,4,0,82,97,1,LR,1,53,L,8,8,6,24.5,24,4,0.5,1.347502698046863,238,238,11,0,41,0,86,61,50,0,4,0,4,2,1,NA,238,197,-0.2712266594645935,0.23794570527532174,0.5401814804262081,0.5392344141199775,0.18506166167605534,-0.6746551409302689,0.14654325584715786,-0.42973116344007867,0.7197729476070346,0.5919553047580471,0.5503643839895516,0,0.1722689075630252,0,0.36134453781512604,0.25630252100840334,0.21008403361344538
101,arugula,2,27,55,98,2,CT,6,25,R,7,7.3,3,26.6,22.9,4,0.5,1.347502698046863,238,234,100,41,58,50,0,85,0,23,30,13,0,34,0,NA,193,135,0.3587700637807859,0.23794570527532174,0.26633626717898023,0.17668997512574824,0.15153883948685465,-0.01688607191197273,0.28987193712065723,0.44561011555836566,-0.4147720410624205,0.7630271966099882,-0.34295888379045403,0.1752136752136752,0.24786324786324787,0.21367521367521367,0,0.36324786324786323,0
101,basil,3,11,48,98,2,CT,6,25,R,7,7.3,3,26.6,22.9,4,0.5,1.347502698046863,238,234,100,41,58,50,0,85,0,23,30,13,0,34,0,NA,193,135,0.3587700637807859,0.23794570527532174,0.26633626717898023,0.17668997512574824,0.15153883948685465,-0.01688607191197273,0.28987193712065723,0.44561011555836566,-0.4147720410624205,0.7630271966099882,-0.34295888379045403,0.1752136752136752,0.24786324786324787,0.21367521367521367,0,0.36324786324786323,0
101,green_rom,5,32,81,98,2,CT,6,25,R,7,7.3,3,26.6,22.9,4,0.5,1.347502698046863,238,234,100,41,58,50,0,85,0,23,30,13,0,34,0,NA,193,135,0.3587700637807859,0.23794570527532174,0.26633626717898023,0.17668997512574824,0.15153883948685465,-0.01688607191197273,0.28987193712065723,0.44561011555836566,-0.4147720410624205,0.7630271966099882,-0.34295888379045403,0.1752136752136752,0.24786324786324787,0.21367521367521367,0,0.36324786324786323,0
101,radish,1,20,38,98,2,CT,6,25,R,7,7.3,3,26.6,22.9,4,0.5,1.347502698046863,238,234,100,41,58,50,0,85,0,23,30,13,0,34,0,NA,193,135,0.3587700637807859,0.23794570527532174,0.26633626717898023,0.17668997512574824,0.15153883948685465,-0.01688607191197273,0.28987193712065723,0.44561011555836566,-0.4147720410624205,0.7630271966099882,-0.34295888379045403,0.1752136752136752,0.24786324786324787,0.21367521367521367,0,0.36324786324786323,0
102,arugula,2,6,48,99,3,CE,8,9,R,9,9.3,1,25.7,23.6,4,0.5,1.347502698046863,238,238,39,61,50,41,0,0,86,18,8,3,0,0,10,NA,177,127,0.08877146810419427,0.23794570527532174,0.16896908024663257,0.12991004751358964,0.18506166167605534,0.12766267575186382,0.2254906528891389,0.36292407742399235,-0.4147720410624205,-0.3561175935032453,0.8286235983687382,0.25630252100840334,0.21008403361344538,0.1722689075630252,0,0,0.36134453781512604
102,basil,3,1,39,99,3,CE,8,9,R,9,9.3,1,25.7,23.6,4,0.5,1.347502698046863,238,238,39,61,50,41,0,0,86,18,8,3,0,0,10,NA,177,127,0.08877146810419427,0.23794570527532174,0.16896908024663257,0.12991004751358964,0.18506166167605534,0.12766267575186382,0.2254906528891389,0.36292407742399235,-0.4147720410624205,-0.3561175935032453,0.8286235983687382,0.25630252100840334,0.21008403361344538,0.1722689075630252,0,0,0.36134453781512604
102,butter,6,7,82,99,3,CE,8,9,R,9,9.3,1,25.7,23.6,4,0.5,1.347502698046863,238,238,39,61,50,41,0,0,86,18,8,3,0,0,10,NA,177,127,0.08877146810419427,0.23794570527532174,0.16896908024663257,0.12991004751358964,0.18506166167605534,0.12766267575186382,0.2254906528891389,0.36292407742399235,-0.4147720410624205,-0.3561175935032453,0.8286235983687382,0.25630252100840334,0.21008403361344538,0.1722689075630252,0,0,0.36134453781512604
102,radish,1,14,57,99,3,CE,8,9,R,9,9.3,1,25.7,23.6,4,0.5,1.347502698046863,238,238,39,61,50,41,0,0,86,18,8,3,0,0,10,NA,177,127,0.08877146810419427,0.23794570527532174,0.16896908024663257,0.12991004751358964,0.18506166167605534,0.12766267575186382,0.2254906528891389,0.36292407742399235,-0.4147720410624205,-0.3561175935032453,0.8286235983687382,0.25630252100840334,0.21008403361344538,0.1722689075630252,0,0,0.36134453781512604
103,arugula,2,25,39,100,1,CE,1,53,R,8,8.3,6,25.1,24.1,4,0.5,1.347502698046863,238,236,138,86,41,48,61,0,0,65,27,11,35,0,0,NA,150,109,-0.09122759568019907,0.23794570527532174,0.004661952298295846,0.024655210386232754,0.168300250581455,0.2779890961677518,0.14654325584715786,0.42792463029648026,0.540742749023138,-0.3561175935032453,-0.34295888379045403,0.3644067796610169,0.17372881355932204,0.2033898305084746,0.2584745762711864,0,0
103,basil,3,9,46,100,1,CE,1,53,R,8,8.3,6,25.1,24.1,4,0.5,1.347502698046863,238,236,138,86,41,48,61,0,0,65,27,11,35,0,0,NA,150,109,-0.09122759568019907,0.23794570527532174,0.004661952298295846,0.024655210386232754,0.168300250581455,0.2779890961677518,0.14654325584715786,0.42792463029648026,0.540742749023138,-0.3561175935032453,-0.34295888379045403,0.3644067796610169,0.17372881355932204,0.2033898305084746,0.2584745762711864,0,0
103,radish,1,61,82,100,1,CE,1,53,R,8,8.3,6,25.1,24.1,4,0.5,1.347502698046863,238,236,138,86,41,48,61,0,0,65,27,11,35,0,0,NA,150,109,-0.09122759568019907,0.23794570527532174,0.004661952298295846,0.024655210386232754,0.168300250581455,0.2779890961677518,0.14654325584715786,0.42792463029648026,0.540742749023138,-0.3561175935032453,-0.34295888379045403,0.3644067796610169,0.17372881355932204,0.2033898305084746,0.2584745762711864,0,0
103,red_rom,4,31,57,100,1,CE,1,53,R,8,8.3,6,25.1,24.1,4,0.5,1.347502698046863,238,236,138,86,41,48,61,0,0,65,27,11,35,0,0,NA,150,109,-0.09122759568019907,0.23794570527532174,0.004661952298295846,0.024655210386232754,0.168300250581455,0.2779890961677518,0.14654325584715786,0.42792463029648026,0.540742749023138,-0.3561175935032453,-0.34295888379045403,0.3644067796610169,0.17372881355932204,0.2033898305084746,0.2584745762711864,0,0
104,arugula,2,46,80,101,2,LR,4,54,L,9,9,6,25.2,23.1,4,0.5,1.347502698046863,238,236,118,50,85,0,40,61,0,33,51,0,17,17,0,NA,186,101,-0.06122775171613405,0.23794570527532174,0.22373812289607814,-0.022124717225925856,0.168300250581455,0.051729280034946236,0.4794292268264048,-0.42973116344007867,0.3589812190847404,0.5919553047580471,-0.34295888379045403,0.211864406779661,0.3601694915254237,0,0.1694915254237288,0.2584745762711864,0
104,green_rom,5,15,58,101,2,LR,4,54,L,9,9,6,25.2,23.1,4,0.5,1.347502698046863,238,236,118,50,85,0,40,61,0,33,51,0,17,17,0,NA,186,101,-0.06122775171613405,0.23794570527532174,0.22373812289607814,-0.022124717225925856,0.168300250581455,0.051729280034946236,0.4794292268264048,-0.42973116344007867,0.3589812190847404,0.5919553047580471,-0.34295888379045403,0.211864406779661,0.3601694915254237,0,0.1694915254237288,0.2584745762711864,0
104,radish,1,31,48,101,2,LR,4,54,L,9,9,6,25.2,23.1,4,0.5,1.347502698046863,238,236,118,50,85,0,40,61,0,33,51,0,17,17,0,NA,186,101,-0.06122775171613405,0.23794570527532174,0.22373812289607814,-0.022124717225925856,0.168300250581455,0.051729280034946236,0.4794292268264048,-0.42973116344007867,0.3589812190847404,0.5919553047580471,-0.34295888379045403,0.211864406779661,0.3601694915254237,0,0.1694915254237288,0.2584745762711864,0
104,red_rom,4,15,38,101,2,LR,4,54,L,9,9,6,25.2,23.1,4,0.5,1.347502698046863,238,236,118,50,85,0,40,61,0,33,51,0,17,17,0,NA,186,101,-0.06122775171613405,0.23794570527532174,0.22373812289607814,-0.022124717225925856,0.168300250581455,0.051729280034946236,0.4794292268264048,-0.42973116344007867,0.3589812190847404,0.5919553047580471,-0.34295888379045403,0.211864406779661,0.3601694915254237,0,0.1694915254237288,0.2584745762711864,0
105,arugula,2,10,39,102,3,LR,7,77,L,5,5,9,24,24.4,4,0.5,1.347502698046863,238,237,46,0,41,85,0,61,50,0,12,10,0,15,9,NA,237,196,-0.42122587928492183,0.23794570527532174,0.5340960312429364,0.5333869231684577,0.17668095612875517,-0.6746551409302689,0.14654325584715786,0.7115742308438855,-0.4147720410624205,0.5919553047580471,0.5503643839895516,0,0.1729957805907173,0.35864978902953587,0,0.25738396624472576,0.2109704641350211
105,basil,3,5,80,102,3,LR,7,77,L,5,5,9,24,24.4,4,0.5,1.347502698046863,238,237,46,0,41,85,0,61,50,0,12,10,0,15,9,NA,237,196,-0.42122587928492183,0.23794570527532174,0.5340960312429364,0.5333869231684577,0.17668095612875517,-0.6746551409302689,0.14654325584715786,0.7115742308438855,-0.4147720410624205,0.5919553047580471,0.5503643839895516,0,0.1729957805907173,0.35864978902953587,0,0.25738396624472576,0.2109704641350211
105,butter,6,8,48,102,3,LR,7,77,L,5,5,9,24,24.4,4,0.5,1.347502698046863,238,237,46,0,41,85,0,61,50,0,12,10,0,15,9,NA,237,196,-0.42122587928492183,0.23794570527532174,0.5340960312429364,0.5333869231684577,0.17668095612875517,-0.6746551409302689,0.14654325584715786,0.7115742308438855,-0.4147720410624205,0.5919553047580471,0.5503643839895516,0,0.1729957805907173,0.35864978902953587,0,0.25738396624472576,0.2109704641350211
105,green_rom,5,12,58,102,3,LR,7,77,L,5,5,9,24,24.4,4,0.5,1.347502698046863,238,237,46,0,41,85,0,61,50,0,12,10,0,15,9,NA,237,196,-0.42122587928492183,0.23794570527532174,0.5340960312429364,0.5333869231684577,0.17668095612875517,-0.6746551409302689,0.14654325584715786,0.7115742308438855,-0.4147720410624205,0.5919553047580471,0.5503643839895516,0,0.1729957805907173,0.35864978902953587,0,0.25738396624472576,0.2109704641350211
106,arugula,2,19,46,103,1,CT,1,49,R,4,4.3,6,25.5,24.6,4,0.5,1.347502698046863,238,236,87,61,49,40,86,0,0,35,22,6,24,0,0,NA,175,126,0.028771780176063154,0.23794570527532174,0.1567981818800891,0.12406255656206981,0.168300250581455,0.12766267575186382,0.2170908134790295,0.35319787790077356,0.7197729476070346,-0.3561175935032453,-0.34295888379045403,0.2584745762711864,0.2076271186440678,0.1694915254237288,0.3644067796610169,0,0
