trayID,species,spID,I,n,trayID_consec,day,planter,plate,domeID,side,x,x1,y,temp_PM,temp_AM,richness,SD,shannon,n_allP,n_allP.na,I_all,n_radish,n_arugula,n_basil,n_red_rom,n_green_rom,n_butter,I_radish,I_arugula,I_basil,I_red_rom,I_green_rom,I_butter,notes,n_others,n_others2,temp_PM_z,richness_z,n_others_z,n_others2_z,n_allP.na_z,n_radish_zsq,n_arugula_zsq,n_basil_zsq,n_red_rom_zsq,n_green_rom_zsq,n_butter_zsq,n_radish_p,n_arugula_p,n_basil_p,n_red_rom_p,n_green_rom_p,n_butter_p
128,butter,6,10,12,115,1,LR,1,49,L,4,4,6,24.6,24.6,6,1,1.5212798759758337,304,298,278,128,69,42,29,18,12,127,68,34,25,14,10,NA,170,101,-0.2412268155005274,0.7433955885309741,0.12637093596373045,-0.022124717225925856,0.6879039945140658,0.4875599326140753,0.37152684196832675,0.3725323705458873,0.2440551198846377,0.15888932937742795,0.09467835249288076,0.42953020134228187,0.23154362416107382,0.14093959731543623,0.09731543624161074,0.06040268456375839,0.040268456375838924
128,green_rom,5,14,18,115,1,LR,1,49,L,4,4,6,24.6,24.6,6,1,1.5212798759758337,304,298,278,128,69,42,29,18,12,127,68,34,25,14,10,NA,170,101,-0.2412268155005274,0.7433955885309741,0.12637093596373045,-0.022124717225925856,0.6879039945140658,0.4875599326140753,0.37152684196832675,0.3725323705458873,0.2440551198846377,0.15888932937742795,0.09467835249288076,0.42953020134228187,0.23154362416107382,0.14093959731543623,0.09731543624161074,0.06040268456375839,0.040268456375838924
128,radish,1,119,120,115,1,LR,1,49,L,4,4,6,24.6,24.6,6,1,1.5212798759758337,304,298,278,128,69,42,29,18,12,127,68,34,25,14,10,NA,170,101,-0.2412268155005274,0.7433955885309741,0.12637093596373045,-0.022124717225925856,0.6879039945140658,0.4875599326140753,0.37152684196832675,0.3725323705458873,0.2440551198846377,0.15888932937742795,0.09467835249288076,0.42953020134228187,0.23154362416107382,0.14093959731543623,0.09731543624161074,0.06040268456375839,0.040268456375838924
128,red_rom,4,24,28,115,1,LR,1,49,L,4,4,6,24.6,24.6,6,1,1.5212798759758337,304,298,278,128,69,42,29,18,12,127,68,34,25,14,10,NA,170,101,-0.2412268155005274,0.7433955885309741,0.12637093596373045,-0.022124717225925856,0.6879039945140658,0.4875599326140753,0.37152684196832675,0.3725323705458873,0.2440551198846377,0.15888932937742795,0.09467835249288076,0.42953020134228187,0.23154362416107382,0.14093959731543623,0.09731543624161074,0.06040268456375839,0.040268456375838924
129,arugula,2,57,60,116,2,LR,5,67,L,4,4,8,23.7,23.2,6,2,1.1216850488788865,304,301,286,187,62,28,14,7,3,179,59,26,13,6,3,NA,114,52,-0.5112254111771191,0.7433955885309741,-0.21441421829948643,-0.3086517738503974,0.7130461111559664,0.7301054732166508,0.3203939206404983,0.2253142690624571,0.042986560883983116,-0.03495435063054715,-0.12414026564878662,0.6212624584717608,0.2059800664451827,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.009966777408637873
129,basil,3,24,26,116,2,LR,5,67,L,4,4,8,23.7,23.2,6,2,1.1216850488788865,304,301,286,187,62,28,14,7,3,179,59,26,13,6,3,NA,114,52,-0.5112254111771191,0.7433955885309741,-0.21441421829948643,-0.3086517738503974,0.7130461111559664,0.7301054732166508,0.3203939206404983,0.2253142690624571,0.042986560883983116,-0.03495435063054715,-0.12414026564878662,0.6212624584717608,0.2059800664451827,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.009966777408637873
129,butter,6,3,3,116,2,LR,5,67,L,4,4,8,23.7,23.2,6,2,1.1216850488788865,304,301,286,187,62,28,14,7,3,179,59,26,13,6,3,NA,114,52,-0.5112254111771191,0.7433955885309741,-0.21441421829948643,-0.3086517738503974,0.7130461111559664,0.7301054732166508,0.3203939206404983,0.2253142690624571,0.042986560883983116,-0.03495435063054715,-0.12414026564878662,0.6212624584717608,0.2059800664451827,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.009966777408637873
129,green_rom,5,5,6,116,2,LR,5,67,L,4,4,8,23.7,23.2,6,2,1.1216850488788865,304,301,286,187,62,28,14,7,3,179,59,26,13,6,3,NA,114,52,-0.5112254111771191,0.7433955885309741,-0.21441421829948643,-0.3086517738503974,0.7130461111559664,0.7301054732166508,0.3203939206404983,0.2253142690624571,0.042986560883983116,-0.03495435063054715,-0.12414026564878662,0.6212624584717608,0.2059800664451827,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.009966777408637873
129,radish,1,172,180,116,2,LR,5,67,L,4,4,8,23.7,23.2,6,2,1.1216850488788865,304,301,286,187,62,28,14,7,3,179,59,26,13,6,3,NA,114,52,-0.5112254111771191,0.7433955885309741,-0.21441421829948643,-0.3086517738503974,0.7130461111559664,0.7301054732166508,0.3203939206404983,0.2253142690624571,0.042986560883983116,-0.03495435063054715,-0.12414026564878662,0.6212624584717608,0.2059800664451827,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.009966777408637873
129,red_rom,4,13,14,116,2,LR,5,67,L,4,4,8,23.7,23.2,6,2,1.1216850488788865,304,301,286,187,62,28,14,7,3,179,59,26,13,6,3,NA,114,52,-0.5112254111771191,0.7433955885309741,-0.21441421829948643,-0.3086517738503974,0.7130461111559664,0.7301054732166508,0.3203939206404983,0.2253142690624571,0.042986560883983116,-0.03495435063054715,-0.12414026564878662,0.6212624584717608,0.2059800664451827,0.09302325581395349,0.046511627906976744,0.023255813953488372,0.009966777408637873
130,arugula,2,36,39,117,3,LR,8,58,L,4,4,7,24.5,23.3,6,5,0.6043892296099591,304,303,281,250,40,10,2,1,0,232,37,9,2,1,0,NA,53,13,-0.2712266594645935,0.7433955885309741,-0.58562661847906194,-0.5367039209596706,0.7298075222505668,0.9495898021447755,0.1372568254800234,-0.03826664276965253,-0.24175555231230741,-0.2347292976609315,-0.34295888379045403,0.8250825082508251,0.132013201320132,0.033003300330033,0.006600660066006601,0.0033003300330033004,0
130,basil,3,9,10,117,3,LR,8,58,L,4,4,7,24.5,23.3,6,5,0.6043892296099591,304,303,281,250,40,10,2,1,0,232,37,9,2,1,0,NA,53,13,-0.2712266594645935,0.7433955885309741,-0.58562661847906194,-0.5367039209596706,0.7298075222505668,0.9495898021447755,0.1372568254800234,-0.03826664276965253,-0.24175555231230741,-0.2347292976609315,-0.34295888379045403,0.8250825082508251,0.132013201320132,0.033003300330033,0.006600660066006601,0.0033003300330033004,0
130,green_rom,5,1,1,117,3,LR,8,58,L,4,4,7,24.5,23.3,6,5,0.6043892296099591,304,303,281,250,40,10,2,1,0,232,37,9,2,1,0,NA,53,13,-0.2712266594645935,0.7433955885309741,-0.58562661847906194,-0.5367039209596706,0.7298075222505668,0.9495898021447755,0.1372568254800234,-0.03826664276965253,-0.24175555231230741,-0.2347292976609315,-0.34295888379045403,0.8250825082508251,0.132013201320132,0.033003300330033,0.006600660066006601,0.0033003300330033004,0
130,radish,1,221,239,117,3,LR,8,58,L,4,4,7,24.5,23.3,6,5,0.6043892296099591,304,303,281,250,40,10,2,1,0,232,37,9,2,1,0,NA,53,13,-0.2712266594645935,0.7433955885309741,-0.58562661847906194,-0.5367039209596706,0.7298075222505668,0.9495898021447755,0.1372568254800234,-0.03826664276965253,-0.24175555231230741,-0.2347292976609315,-0.34295888379045403,0.8250825082508251,0.132013201320132,0.033003300330033,0.006600660066006601,0.0033003300330033004,0
130,red_rom,4,2,2,117,3,LR,8,58,L,4,4,7,24.5,23.3,6,5,0.6043892296099591,304,303,281,250,40,10,2,1,0,232,37,9,2,1,0,NA,53,13,-0.2712266594645935,0.7433955885309741,-0.58562661847906194,-0.5367039209596706,0.7298075222505668,0.9495898021447755,0.1372568254800234,-0.03826664276965253,-0.24175555231230741,-0.2347292976609315,-0.34295888379045403,0.8250825082508251,0.132013201320132,0.033003300330033,0.006600660066006601,0.0033003300330033004,0
131,arugula,2,53,55,118,1,LR,3,26,R,8,8.3,3,26.6,22.9,6,0.5,1.7163552755406117,304,297,256,87,58,50,41,35,26,85,56,38,33,27,17,NA,210,152,0.3587700637807859,0.7433955885309741,0.3697889032945996,0.2760973213015853,0.6795232889667657,0.2835117177203992,0.28987193712065723,0.44561011555836566,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.29292929292929293,0.19528619528619529,0.16835016835016836,0.13804713804713806,0.11784511784511785,0.08754208754208755
131,basil,3,35,47,118,1,LR,3,26,R,8,8.3,3,26.6,22.9,6,0.5,1.7163552755406117,304,297,256,87,58,50,41,35,26,85,56,38,33,27,17,NA,210,152,0.3587700637807859,0.7433955885309741,0.3697889032945996,0.2760973213015853,0.6795232889667657,0.2835117177203992,0.28987193712065723,0.44561011555836566,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.29292929292929293,0.19528619528619529,0.16835016835016836,0.13804713804713806,0.11784511784511785,0.08754208754208755
131,butter,6,17,25,118,1,LR,3,26,R,8,8.3,3,26.6,22.9,6,0.5,1.7163552755406117,304,297,256,87,58,50,41,35,26,85,56,38,33,27,17,NA,210,152,0.3587700637807859,0.7433955885309741,0.3697889032945996,0.2760973213015853,0.6795232889667657,0.2835117177203992,0.28987193712065723,0.44561011555836566,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.29292929292929293,0.19528619528619529,0.16835016835016836,0.13804713804713806,0.11784511784511785,0.08754208754208755
131,green_rom,5,27,34,118,1,LR,3,26,R,8,8.3,3,26.6,22.9,6,0.5,1.7163552755406117,304,297,256,87,58,50,41,35,26,85,56,38,33,27,17,NA,210,152,0.3587700637807859,0.7433955885309741,0.3697889032945996,0.2760973213015853,0.6795232889667657,0.2835117177203992,0.28987193712065723,0.44561011555836566,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.29292929292929293,0.19528619528619529,0.16835016835016836,0.13804713804713806,0.11784511784511785,0.08754208754208755
131,radish,1,82,84,118,1,LR,3,26,R,8,8.3,3,26.6,22.9,6,0.5,1.7163552755406117,304,297,256,87,58,50,41,35,26,85,56,38,33,27,17,NA,210,152,0.3587700637807859,0.7433955885309741,0.3697889032945996,0.2760973213015853,0.6795232889667657,0.2835117177203992,0.28987193712065723,0.44561011555836566,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.29292929292929293,0.19528619528619529,0.16835016835016836,0.13804713804713806,0.11784511784511785,0.08754208754208755
131,red_rom,4,32,40,118,1,LR,3,26,R,8,8.3,3,26.6,22.9,6,0.5,1.7163552755406117,304,297,256,87,58,50,41,35,26,85,56,38,33,27,17,NA,210,152,0.3587700637807859,0.7433955885309741,0.3697889032945996,0.2760973213015853,0.6795232889667657,0.2835117177203992,0.28987193712065723,0.44561011555836566,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.29292929292929293,0.19528619528619529,0.16835016835016836,0.13804713804713806,0.11784511784511785,0.08754208754208755
133,arugula,2,56,60,120,3,LR,7,72,R,9,9.3,8,23.9,22.4,6,0.5,1.7163552755406117,304,303,245,87,63,50,42,35,26,80,59,27,31,29,19,NA,216,153,-0.4512257232489879,0.7433955885309741,0.40630159839423,0.28194481225310514,0.7298075222505668,0.2835117177203992,0.32786927026089135,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.2871287128712871,0.2079207920792079,0.16501650165016502,0.13861386138613863,0.11551155115511551,0.0858085808580858
133,basil,3,25,48,120,3,LR,7,72,R,9,9.3,8,23.9,22.4,6,0.5,1.7163552755406117,304,303,245,87,63,50,42,35,26,80,59,27,31,29,19,NA,216,153,-0.4512257232489879,0.7433955885309741,0.40630159839423,0.28194481225310514,0.7298075222505668,0.2835117177203992,0.32786927026089135,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.2871287128712871,0.2079207920792079,0.16501650165016502,0.13861386138613863,0.11551155115511551,0.0858085808580858
133,butter,6,18,25,120,3,LR,7,72,R,9,9.3,8,23.9,22.4,6,0.5,1.7163552755406117,304,303,245,87,63,50,42,35,26,80,59,27,31,29,19,NA,216,153,-0.4512257232489879,0.7433955885309741,0.40630159839423,0.28194481225310514,0.7298075222505668,0.2835117177203992,0.32786927026089135,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.2871287128712871,0.2079207920792079,0.16501650165016502,0.13861386138613863,0.11551155115511551,0.0858085808580858
133,green_rom,5,28,34,120,3,LR,7,72,R,9,9.3,8,23.9,22.4,6,0.5,1.7163552755406117,304,303,245,87,63,50,42,35,26,80,59,27,31,29,19,NA,216,153,-0.4512257232489879,0.7433955885309741,0.40630159839423,0.28194481225310514,0.7298075222505668,0.2835117177203992,0.32786927026089135,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.2871287128712871,0.2079207920792079,0.16501650165016502,0.13861386138613863,0.11551155115511551,0.0858085808580858
133,radish,1,76,83,120,3,LR,7,72,R,9,9.3,8,23.9,22.4,6,0.5,1.7163552755406117,304,303,245,87,63,50,42,35,26,80,59,27,31,29,19,NA,216,153,-0.4512257232489879,0.7433955885309741,0.40630159839423,0.28194481225310514,0.7298075222505668,0.2835117177203992,0.32786927026089135,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.2871287128712871,0.2079207920792079,0.16501650165016502,0.13861386138613863,0.11551155115511551,0.0858085808580858
133,red_rom,4,30,41,120,3,LR,7,72,R,9,9.3,8,23.9,22.4,6,0.5,1.7163552755406117,304,303,245,87,63,50,42,35,26,80,59,27,31,29,19,NA,216,153,-0.4512257232489879,0.7433955885309741,0.40630159839423,0.28194481225310514,0.7298075222505668,0.2835117177203992,0.32786927026089135,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.2871287128712871,0.2079207920792079,0.16501650165016502,0.13861386138613863,0.11551155115511551,0.0858085808580858
134,arugula,2,55,60,121,1,LR,1,69,L,6,6,8,23.7,23,6,0.5,1.7163552755406117,304,299,260,86,62,49,41,35,26,86,57,38,30,30,19,NA,213,151,-0.5112254111771191,0.7433955885309741,0.3880452508444148,0.2702498303500655,0.696284700061366,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.28762541806020064,0.20735785953177258,0.16387959866220736,0.13712374581939799,0.11705685618729098,0.08695652173913043
134,basil,3,35,46,121,1,LR,1,69,L,6,6,8,23.7,23,6,0.5,1.7163552755406117,304,299,260,86,62,49,41,35,26,86,57,38,30,30,19,NA,213,151,-0.5112254111771191,0.7433955885309741,0.3880452508444148,0.2702498303500655,0.696284700061366,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.28762541806020064,0.20735785953177258,0.16387959866220736,0.13712374581939799,0.11705685618729098,0.08695652173913043
134,butter,6,18,25,121,1,LR,1,69,L,6,6,8,23.7,23,6,0.5,1.7163552755406117,304,299,260,86,62,49,41,35,26,86,57,38,30,30,19,NA,213,151,-0.5112254111771191,0.7433955885309741,0.3880452508444148,0.2702498303500655,0.696284700061366,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.28762541806020064,0.20735785953177258,0.16387959866220736,0.13712374581939799,0.11705685618729098,0.08695652173913043
134,green_rom,5,29,34,121,1,LR,1,69,L,6,6,8,23.7,23,6,0.5,1.7163552755406117,304,299,260,86,62,49,41,35,26,86,57,38,30,30,19,NA,213,151,-0.5112254111771191,0.7433955885309741,0.3880452508444148,0.2702498303500655,0.696284700061366,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.28762541806020064,0.20735785953177258,0.16387959866220736,0.13712374581939799,0.11705685618729098,0.08695652173913043
134,radish,1,83,83,121,1,LR,1,69,L,6,6,8,23.7,23,6,0.5,1.7163552755406117,304,299,260,86,62,49,41,35,26,86,57,38,30,30,19,NA,213,151,-0.5112254111771191,0.7433955885309741,0.3880452508444148,0.2702498303500655,0.696284700061366,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.28762541806020064,0.20735785953177258,0.16387959866220736,0.13712374581939799,0.11705685618729098,0.08695652173913043
134,red_rom,4,28,39,121,1,LR,1,69,L,6,6,8,23.7,23,6,0.5,1.7163552755406117,304,299,260,86,62,49,41,35,26,86,57,38,30,30,19,NA,213,151,-0.5112254111771191,0.7433955885309741,0.3880452508444148,0.2702498303500655,0.696284700061366,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.36859342937782613,0.3620252494343826,0.30122568571871755,0.28762541806020064,0.20735785953177258,0.16387959866220736,0.13712374581939799,0.11705685618729098,0.08695652173913043
135,arugula,2,59,60,122,2,LR,4,81,L,9,9,9,23.7,24,6,0.5,1.7163552755406117,304,298,276,86,62,49,40,35,26,85,61,41,34,32,23,NA,212,150,-0.5112254111771191,0.7433955885309741,0.38195980166114313,0.2644023393985456,0.6879039945140658,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.3589812190847404,0.3620252494343826,0.30122568571871755,0.28859060402684567,0.2080536912751678,0.1644295302013423,0.1342281879194631,0.1174496644295302,0.087248322147651
135,basil,3,39,47,122,2,LR,4,81,L,9,9,9,23.7,24,6,0.5,1.7163552755406117,304,298,276,86,62,49,40,35,26,85,61,41,34,32,23,NA,212,150,-0.5112254111771191,0.7433955885309741,0.38195980166114313,0.2644023393985456,0.6879039945140658,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.3589812190847404,0.3620252494343826,0.30122568571871755,0.28859060402684567,0.2080536912751678,0.1644295302013423,0.1342281879194631,0.1174496644295302,0.087248322147651
135,butter,6,23,25,122,2,LR,4,81,L,9,9,9,23.7,24,6,0.5,1.7163552755406117,304,298,276,86,62,49,40,35,26,85,61,41,34,32,23,NA,212,150,-0.5112254111771191,0.7433955885309741,0.38195980166114313,0.2644023393985456,0.6879039945140658,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.3589812190847404,0.3620252494343826,0.30122568571871755,0.28859060402684567,0.2080536912751678,0.1644295302013423,0.1342281879194631,0.1174496644295302,0.087248322147651
135,green_rom,5,31,34,122,2,LR,4,81,L,9,9,9,23.7,24,6,0.5,1.7163552755406117,304,298,276,86,62,49,40,35,26,85,61,41,34,32,23,NA,212,150,-0.5112254111771191,0.7433955885309741,0.38195980166114313,0.2644023393985456,0.6879039945140658,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.3589812190847404,0.3620252494343826,0.30122568571871755,0.28859060402684567,0.2080536912751678,0.1644295302013423,0.1342281879194631,0.1174496644295302,0.087248322147651
135,radish,1,81,82,122,2,LR,4,81,L,9,9,9,23.7,24,6,0.5,1.7163552755406117,304,298,276,86,62,49,40,35,26,85,61,41,34,32,23,NA,212,150,-0.5112254111771191,0.7433955885309741,0.38195980166114313,0.2644023393985456,0.6879039945140658,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.3589812190847404,0.3620252494343826,0.30122568571871755,0.28859060402684567,0.2080536912751678,0.1644295302013423,0.1342281879194631,0.1174496644295302,0.087248322147651
135,red_rom,4,32,38,122,2,LR,4,81,L,9,9,9,23.7,24,6,0.5,1.7163552755406117,304,298,276,86,62,49,40,35,26,85,61,41,34,32,23,NA,212,150,-0.5112254111771191,0.7433955885309741,0.38195980166114313,0.2644023393985456,0.6879039945140658,0.2779890961677518,0.3203939206404983,0.4368124924851492,0.3589812190847404,0.3620252494343826,0.30122568571871755,0.28859060402684567,0.2080536912751678,0.1644295302013423,0.1342281879194631,0.1174496644295302,0.087248322147651
136,arugula,2,9,56,123,3,LR,9,4,R,4,4.3,1,25.5,24.3,6,0.5,1.7163552755406117,304,245,52,86,59,29,41,22,8,26,12,4,5,4,1,LOTS OF HERBIVORY ON BASIL,159,100,0.028771780176063154,0.7433955885309741,0.059430994947741414,-0.027972208177445685,0.24372660050715658,0.2779890961677518,0.2975986375809651,0.2369088936648081,0.36859342937782613,0.21324398237365227,0.014370423321548243,0.3510204081632653,0.24081632653061225,0.11836734693877551,0.1673469387755102,0.08979591836734693,0.0326530612244898
136,basil,3,2,27,123,3,LR,9,4,R,4,4.3,1,25.5,24.3,6,0.5,1.7163552755406117,304,245,52,86,59,29,41,22,8,26,12,4,5,4,1,LOTS OF HERBIVORY ON BASIL,159,100,0.028771780176063154,0.7433955885309741,0.059430994947741414,-0.027972208177445685,0.24372660050715658,0.2779890961677518,0.2975986375809651,0.2369088936648081,0.36859342937782613,0.21324398237365227,0.014370423321548243,0.3510204081632653,0.24081632653061225,0.11836734693877551,0.1673469387755102,0.08979591836734693,0.0326530612244898
136,butter,6,0,7,123,3,LR,9,4,R,4,4.3,1,25.5,24.3,6,0.5,1.7163552755406117,304,245,52,86,59,29,41,22,8,26,12,4,5,4,1,LOTS OF HERBIVORY ON BASIL,159,100,0.028771780176063154,0.7433955885309741,0.059430994947741414,-0.027972208177445685,0.24372660050715658,0.2779890961677518,0.2975986375809651,0.2369088936648081,0.36859342937782613,0.21324398237365227,0.014370423321548243,0.3510204081632653,0.24081632653061225,0.11836734693877551,0.1673469387755102,0.08979591836734693,0.0326530612244898
136,green_rom,5,2,20,123,3,LR,9,4,R,4,4.3,1,25.5,24.3,6,0.5,1.7163552755406117,304,245,52,86,59,29,41,22,8,26,12,4,5,4,1,LOTS OF HERBIVORY ON BASIL,159,100,0.028771780176063154,0.7433955885309741,0.059430994947741414,-0.027972208177445685,0.24372660050715658,0.2779890961677518,0.2975986375809651,0.2369088936648081,0.36859342937782613,0.21324398237365227,0.014370423321548243,0.3510204081632653,0.24081632653061225,0.11836734693877551,0.1673469387755102,0.08979591836734693,0.0326530612244898
136,radish,1,23,83,123,3,LR,9,4,R,4,4.3,1,25.5,24.3,6,0.5,1.7163552755406117,304,245,52,86,59,29,41,22,8,26,12,4,5,4,1,LOTS OF HERBIVORY ON BASIL,159,100,0.028771780176063154,0.7433955885309741,0.059430994947741414,-0.027972208177445685,0.24372660050715658,0.2779890961677518,0.2975986375809651,0.2369088936648081,0.36859342937782613,0.21324398237365227,0.014370423321548243,0.3510204081632653,0.24081632653061225,0.11836734693877551,0.1673469387755102,0.08979591836734693,0.0326530612244898
136,red_rom,4,5,40,123,3,LR,9,4,R,4,4.3,1,25.5,24.3,6,0.5,1.7163552755406117,304,245,52,86,59,29,41,22,8,26,12,4,5,4,1,LOTS OF HERBIVORY ON BASIL,159,100,0.028771780176063154,0.7433955885309741,0.059430994947741414,-0.027972208177445685,0.24372660050715658,0.2779890961677518,0.2975986375809651,0.2369088936648081,0.36859342937782613,0.21324398237365227,0.014370423321548243,0.3510204081632653,0.24081632653061225,0.11836734693877551,0.1673469387755102,0.08979591836734693,0.0326530612244898
137,arugula,2,58,60,124,1,LR,2,59,R,5,5.3,7,24.7,23.7,6,0.5,1.7163552755406117,304,302,250,87,62,50,42,35,26,85,60,30,30,28,17,NA,215,153,-0.2112269715364624,0.7433955885309741,0.40021614921095827,0.28194481225310514,0.7214268167032666,0.2835117177203992,0.3203939206404983,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.28807947019867547,0.2052980132450331,0.16556291390728478,0.1390728476821192,0.11589403973509933,0.08609271523178808
137,basil,3,28,48,124,1,LR,2,59,R,5,5.3,7,24.7,23.7,6,0.5,1.7163552755406117,304,302,250,87,62,50,42,35,26,85,60,30,30,28,17,NA,215,153,-0.2112269715364624,0.7433955885309741,0.40021614921095827,0.28194481225310514,0.7214268167032666,0.2835117177203992,0.3203939206404983,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.28807947019867547,0.2052980132450331,0.16556291390728478,0.1390728476821192,0.11589403973509933,0.08609271523178808
137,butter,6,16,24,124,1,LR,2,59,R,5,5.3,7,24.7,23.7,6,0.5,1.7163552755406117,304,302,250,87,62,50,42,35,26,85,60,30,30,28,17,NA,215,153,-0.2112269715364624,0.7433955885309741,0.40021614921095827,0.28194481225310514,0.7214268167032666,0.2835117177203992,0.3203939206404983,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.28807947019867547,0.2052980132450331,0.16556291390728478,0.1390728476821192,0.11589403973509933,0.08609271523178808
137,green_rom,5,27,34,124,1,LR,2,59,R,5,5.3,7,24.7,23.7,6,0.5,1.7163552755406117,304,302,250,87,62,50,42,35,26,85,60,30,30,28,17,NA,215,153,-0.2112269715364624,0.7433955885309741,0.40021614921095827,0.28194481225310514,0.7214268167032666,0.2835117177203992,0.3203939206404983,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.28807947019867547,0.2052980132450331,0.16556291390728478,0.1390728476821192,0.11589403973509933,0.08609271523178808
137,radish,1,82,84,124,1,LR,2,59,R,5,5.3,7,24.7,23.7,6,0.5,1.7163552755406117,304,302,250,87,62,50,42,35,26,85,60,30,30,28,17,NA,215,153,-0.2112269715364624,0.7433955885309741,0.40021614921095827,0.28194481225310514,0.7214268167032666,0.2835117177203992,0.3203939206404983,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.28807947019867547,0.2052980132450331,0.16556291390728478,0.1390728476821192,0.11589403973509933,0.08609271523178808
137,red_rom,4,28,40,124,1,LR,2,59,R,5,5.3,7,24.7,23.7,6,0.5,1.7163552755406117,304,302,250,87,62,50,42,35,26,85,60,30,30,28,17,NA,215,153,-0.2112269715364624,0.7433955885309741,0.40021614921095827,0.28194481225310514,0.7214268167032666,0.2835117177203992,0.3203939206404983,0.44561011555836566,0.3780891151104481,0.3620252494343826,0.30122568571871755,0.28807947019867547,0.2052980132450331,0.16556291390728478,0.1390728476821192,0.11589403973509933,0.08609271523178808
138,arugula,2,44,61,125,2,LR,6,21,L,3,3,3,27.4,23.4,6,0.5,1.7163552755406117,304,299,217,86,63,48,42,34,26,75,46,30,31,22,13,NA,213,150,0.5987688154933104,0.7433955885309741,0.3880452508444148,0.2644023393985456,0.696284700061366,0.2779890961677518,0.32786927026089135,0.42792463029648026,0.3780891151104481,0.3516917201505363,0.30122568571871755,0.28762541806020064,0.21070234113712374,0.1605351170568562,0.14046822742474915,0.11371237458193979,0.08695652173913043
138,basil,3,27,45,125,2,LR,6,21,L,3,3,3,27.4,23.4,6,0.5,1.7163552755406117,304,299,217,86,63,48,42,34,26,75,46,30,31,22,13,NA,213,150,0.5987688154933104,0.7433955885309741,0.3880452508444148,0.2644023393985456,0.696284700061366,0.2779890961677518,0.32786927026089135,0.42792463029648026,0.3780891151104481,0.3516917201505363,0.30122568571871755,0.28762541806020064,0.21070234113712374,0.1605351170568562,0.14046822742474915,0.11371237458193979,0.08695652173913043
138,butter,6,11,24,125,2,LR,6,21,L,3,3,3,27.4,23.4,6,0.5,1.7163552755406117,304,299,217,86,63,48,42,34,26,75,46,30,31,22,13,NA,213,150,0.5987688154933104,0.7433955885309741,0.3880452508444148,0.2644023393985456,0.696284700061366,0.2779890961677518,0.32786927026089135,0.42792463029648026,0.3780891151104481,0.3516917201505363,0.30122568571871755,0.28762541806020064,0.21070234113712374,0.1605351170568562,0.14046822742474915,0.11371237458193979,0.08695652173913043
138,green_rom,5,21,33,125,2,LR,6,21,L,3,3,3,27.4,23.4,6,0.5,1.7163552755406117,304,299,217,86,63,48,42,34,26,75,46,30,31,22,13,NA,213,150,0.5987688154933104,0.7433955885309741,0.3880452508444148,0.2644023393985456,0.696284700061366,0.2779890961677518,0.32786927026089135,0.42792463029648026,0.3780891151104481,0.3516917201505363,0.30122568571871755,0.28762541806020064,0.21070234113712374,0.1605351170568562,0.14046822742474915,0.11371237458193979,0.08695652173913043
