ID,x,y,trayID,richness,rep,spID,state0_v2,state_final,species,tray_type
ID126,22.86,12.21222432,124,4,8,6,S,S,butter,regular
ID127,1.61,13.68446751,124,4,8,1,S,I,radish,regular
ID128,3.31,13.68446751,124,4,8,1,S,I,radish,regular
ID129,5.01,13.68446751,124,4,8,1,C,I,radish,regular
ID130,6.71,13.68446751,124,4,8,5,S,S,green_rom,regular
ID131,8.41,13.68446751,124,4,8,4,S,S,red_rom,regular
ID132,10.11,13.68446751,124,4,8,6,S,S,butter,regular
ID133,11.81,13.68446751,124,4,8,6,S,S,butter,regular
ID134,13.51,13.68446751,124,4,8,5,C,I,green_rom,regular
ID135,15.21,13.68446751,124,4,8,4,S,S,red_rom,regular
ID136,16.91,13.68446751,124,4,8,1,S,S,radish,regular
ID137,18.61,13.68446751,124,4,8,1,S,S,radish,regular
ID138,20.31,13.68446751,124,4,8,4,S,S,red_rom,regular
ID139,22.01,13.68446751,124,4,8,6,S,S,butter,regular
ID140,23.71,13.68446751,124,4,8,4,S,S,red_rom,regular
ID141,0.76,15.15671069,124,4,8,4,S,S,red_rom,regular
ID142,2.46,15.15671069,124,4,8,6,S,S,butter,regular
ID143,4.16,15.15671069,124,4,8,4,S,S,red_rom,regular
ID144,5.86,15.15671069,124,4,8,6,S,I,butter,regular
ID145,7.56,15.15671069,124,4,8,6,S,S,butter,regular
ID146,9.26,15.15671069,124,4,8,4,S,S,red_rom,regular
ID147,10.96,15.15671069,124,4,8,5,S,S,green_rom,regular
ID148,12.66,15.15671069,124,4,8,6,S,S,butter,regular
ID149,14.36,15.15671069,124,4,8,1,S,I,radish,regular
ID150,16.06,15.15671069,124,4,8,4,S,S,red_rom,regular
ID151,17.76,15.15671069,124,4,8,6,S,S,butter,regular
ID152,19.46,15.15671069,124,4,8,6,S,S,butter,regular
ID153,21.16,15.15671069,124,4,8,6,S,S,butter,regular
ID154,22.86,15.15671069,124,4,8,6,S,S,butter,regular
ID155,1.61,16.62895388,124,4,8,5,S,S,green_rom,regular
ID156,3.31,16.62895388,124,4,8,6,S,S,butter,regular
ID157,5.01,16.62895388,124,4,8,4,S,S,red_rom,regular
ID158,6.71,16.62895388,124,4,8,1,S,S,radish,regular
ID159,8.41,16.62895388,124,4,8,5,S,S,green_rom,regular
ID160,10.11,16.62895388,124,4,8,6,S,S,butter,regular
ID161,11.81,16.62895388,124,4,8,4,S,S,red_rom,regular
ID162,13.51,16.62895388,124,4,8,4,S,S,red_rom,regular
ID163,15.21,16.62895388,124,4,8,6,S,S,butter,regular
ID164,16.91,16.62895388,124,4,8,5,S,S,green_rom,regular
ID165,18.61,16.62895388,124,4,8,4,S,S,red_rom,regular
ID166,20.31,16.62895388,124,4,8,4,S,S,red_rom,regular
ID167,22.01,16.62895388,124,4,8,4,C,I,red_rom,regular
ID168,23.71,16.62895388,124,4,8,6,C,S,butter,regular
ID169,0.76,18.10119706,124,4,8,6,S,S,butter,regular
ID170,2.46,18.10119706,124,4,8,4,S,S,red_rom,regular
ID171,4.16,18.10119706,124,4,8,5,S,S,green_rom,regular
ID172,5.86,18.10119706,124,4,8,6,S,S,butter,regular
ID173,7.56,18.10119706,124,4,8,6,S,S,butter,regular
ID174,9.26,18.10119706,124,4,8,5,S,S,green_rom,regular
ID175,10.96,18.10119706,124,4,8,1,S,S,radish,regular
ID176,12.66,18.10119706,124,4,8,1,S,S,radish,regular
ID177,14.36,18.10119706,124,4,8,1,S,S,radish,regular
ID178,16.06,18.10119706,124,4,8,6,S,S,butter,regular
ID179,17.76,18.10119706,124,4,8,6,C,S,butter,regular
ID180,19.46,18.10119706,124,4,8,6,S,S,butter,regular
ID181,21.16,18.10119706,124,4,8,6,S,S,butter,regular
ID182,22.86,18.10119706,124,4,8,1,S,I,radish,regular
ID183,1.61,19.57344025,124,4,8,6,S,S,butter,regular
ID184,3.31,19.57344025,124,4,8,4,S,S,red_rom,regular
ID185,5.01,19.57344025,124,4,8,1,S,S,radish,regular
ID186,6.71,19.57344025,124,4,8,5,S,S,green_rom,regular
ID187,8.41,19.57344025,124,4,8,5,S,S,green_rom,regular
ID188,10.11,19.57344025,124,4,8,5,S,S,green_rom,regular
ID189,11.81,19.57344025,124,4,8,1,S,S,radish,regular
ID190,13.51,19.57344025,124,4,8,4,S,S,red_rom,regular
ID191,15.21,19.57344025,124,4,8,6,S,S,butter,regular
ID192,16.91,19.57344025,124,4,8,4,S,S,red_rom,regular
ID193,18.61,19.57344025,124,4,8,6,S,S,butter,regular
ID194,20.31,19.57344025,124,4,8,5,S,S,green_rom,regular
ID195,22.01,19.57344025,124,4,8,1,S,I,radish,regular
ID196,23.71,19.57344025,124,4,8,6,S,S,butter,regular
ID197,0.76,21.04568344,124,4,8,6,S,S,butter,regular
ID198,2.46,21.04568344,124,4,8,1,S,S,radish,regular
ID199,4.16,21.04568344,124,4,8,1,S,S,radish,regular
ID200,5.86,21.04568344,124,4,8,6,S,S,butter,regular
ID201,7.56,21.04568344,124,4,8,6,S,S,butter,regular
ID202,9.26,21.04568344,124,4,8,6,S,S,butter,regular
ID203,10.96,21.04568344,124,4,8,4,S,S,red_rom,regular
ID204,12.66,21.04568344,124,4,8,5,S,S,green_rom,regular
ID205,14.36,21.04568344,124,4,8,6,S,S,butter,regular
ID206,16.06,21.04568344,124,4,8,6,S,S,butter,regular
ID207,17.76,21.04568344,124,4,8,4,S,S,red_rom,regular
ID208,19.46,21.04568344,124,4,8,4,S,S,red_rom,regular
ID209,21.16,21.04568344,124,4,8,1,S,I,radish,regular
ID210,22.86,21.04568344,124,4,8,5,S,I,green_rom,regular
ID211,1.61,22.51792662,124,4,8,1,S,S,radish,regular
ID212,3.31,22.51792662,124,4,8,6,S,S,butter,regular
ID213,5.01,22.51792662,124,4,8,4,S,S,red_rom,regular
ID214,6.71,22.51792662,124,4,8,6,S,S,butter,regular
ID215,8.41,22.51792662,124,4,8,6,S,S,butter,regular
ID216,10.11,22.51792662,124,4,8,1,S,S,radish,regular
ID217,11.81,22.51792662,124,4,8,4,C,I,red_rom,regular
ID218,13.51,22.51792662,124,4,8,5,S,S,green_rom,regular
ID219,15.21,22.51792662,124,4,8,1,S,S,radish,regular
ID220,16.91,22.51792662,124,4,8,5,S,S,green_rom,regular
ID221,18.61,22.51792662,124,4,8,1,S,I,radish,regular
ID222,20.31,22.51792662,124,4,8,1,S,I,radish,regular
ID223,22.01,22.51792662,124,4,8,6,S,S,butter,regular
ID224,23.71,22.51792662,124,4,8,6,S,S,butter,regular
ID225,0.76,23.99016981,124,4,8,6,S,S,butter,regular
ID226,2.46,23.99016981,124,4,8,1,S,S,radish,regular
ID227,4.16,23.99016981,124,4,8,6,S,S,butter,regular
ID228,5.86,23.99016981,124,4,8,6,C,S,butter,regular
ID229,7.56,23.99016981,124,4,8,6,S,S,butter,regular
ID230,9.26,23.99016981,124,4,8,4,S,S,red_rom,regular
ID231,10.96,23.99016981,124,4,8,6,S,S,butter,regular
ID232,12.66,23.99016981,124,4,8,4,S,S,red_rom,regular
ID233,14.36,23.99016981,124,4,8,1,S,S,radish,regular
ID234,16.06,23.99016981,124,4,8,6,S,S,butter,regular
ID235,17.76,23.99016981,124,4,8,6,S,S,butter,regular
ID236,19.46,23.99016981,124,4,8,6,S,S,butter,regular
ID237,21.16,23.99016981,124,4,8,6,S,S,butter,regular
ID238,22.86,23.99016981,124,4,8,5,S,S,green_rom,regular
ID1,0.76,0.434278827,125,4,9,1,S,S,radish,regular
ID2,2.46,0.434278827,125,4,9,2,S,S,arugula,regular
ID3,4.16,0.434278827,125,4,9,2,S,S,arugula,regular
ID4,5.86,0.434278827,125,4,9,1,S,S,radish,regular
ID5,7.56,0.434278827,125,4,9,6,S,S,butter,regular
ID6,9.26,0.434278827,125,4,9,3,S,S,basil,regular
ID7,10.96,0.434278827,125,4,9,2,S,S,arugula,regular
ID8,12.66,0.434278827,125,4,9,6,S,S,butter,regular
ID9,14.36,0.434278827,125,4,9,2,S,I,arugula,regular
ID10,16.06,0.434278827,125,4,9,6,S,I,butter,regular
ID11,17.76,0.434278827,125,4,9,6,S,S,butter,regular
ID12,19.46,0.434278827,125,4,9,3,S,S,basil,regular
ID13,21.16,0.434278827,125,4,9,3,S,S,basil,regular
ID14,22.86,0.434278827,125,4,9,2,S,S,arugula,regular
ID15,1.61,1.906522014,125,4,9,6,S,S,butter,regular
ID16,3.31,1.906522014,125,4,9,3,S,S,basil,regular
ID17,5.01,1.906522014,125,4,9,1,S,S,radish,regular
ID18,6.71,1.906522014,125,4,9,6,S,S,butter,regular
ID19,8.41,1.906522014,125,4,9,6,S,S,butter,regular
ID20,10.11,1.906522014,125,4,9,3,S,S,basil,regular
ID21,11.81,1.906522014,125,4,9,6,S,I,butter,regular
ID22,13.51,1.906522014,125,4,9,3,S,I,basil,regular
ID23,15.21,1.906522014,125,4,9,2,S,I,arugula,regular
ID24,16.91,1.906522014,125,4,9,3,S,NA,basil,regular
ID25,18.61,1.906522014,125,4,9,2,S,I,arugula,regular
ID26,20.31,1.906522014,125,4,9,2,S,I,arugula,regular
ID27,22.01,1.906522014,125,4,9,3,S,S,basil,regular
ID28,23.71,1.906522014,125,4,9,1,S,I,radish,regular
ID29,0.76,3.3787652,125,4,9,2,S,S,arugula,regular
ID30,2.46,3.3787652,125,4,9,6,S,S,butter,regular
ID31,4.16,3.3787652,125,4,9,1,S,S,radish,regular
ID32,5.86,3.3787652,125,4,9,2,S,S,arugula,regular
ID33,7.56,3.3787652,125,4,9,3,S,NA,basil,regular
ID34,9.26,3.3787652,125,4,9,6,S,S,butter,regular
ID35,10.96,3.3787652,125,4,9,6,S,S,butter,regular
ID36,12.66,3.3787652,125,4,9,2,S,I,arugula,regular
ID37,14.36,3.3787652,125,4,9,1,S,I,radish,regular
ID38,16.06,3.3787652,125,4,9,2,S,I,arugula,regular
ID39,17.76,3.3787652,125,4,9,2,S,I,arugula,regular
ID40,19.46,3.3787652,125,4,9,2,S,I,arugula,regular
ID41,21.16,3.3787652,125,4,9,6,S,S,butter,regular
ID42,22.86,3.3787652,125,4,9,6,S,S,butter,regular
ID43,1.61,4.851008386,125,4,9,1,S,S,radish,regular
ID44,3.31,4.851008386,125,4,9,3,S,S,basil,regular
ID45,5.01,4.851008386,125,4,9,3,S,S,basil,regular
ID46,6.71,4.851008386,125,4,9,3,S,S,basil,regular
ID47,8.41,4.851008386,125,4,9,6,S,S,butter,regular
ID48,10.11,4.851008386,125,4,9,2,S,S,arugula,regular
ID49,11.81,4.851008386,125,4,9,2,S,I,arugula,regular
ID50,13.51,4.851008386,125,4,9,1,C,I,radish,regular
ID51,15.21,4.851008386,125,4,9,1,S,I,radish,regular
ID52,16.91,4.851008386,125,4,9,3,S,S,basil,regular
ID53,18.61,4.851008386,125,4,9,2,S,I,arugula,regular
ID54,20.31,4.851008386,125,4,9,6,S,S,butter,regular
ID55,22.01,4.851008386,125,4,9,6,S,S,butter,regular
ID56,23.71,4.851008386,125,4,9,6,S,S,butter,regular
ID57,0.76,6.323251573,125,4,9,2,S,S,arugula,regular
ID58,2.46,6.323251573,125,4,9,6,S,S,butter,regular
ID59,4.16,6.323251573,125,4,9,1,S,S,radish,regular
ID60,5.86,6.323251573,125,4,9,6,S,S,butter,regular
ID61,7.56,6.323251573,125,4,9,6,S,S,butter,regular
ID62,9.26,6.323251573,125,4,9,6,S,S,butter,regular
ID63,10.96,6.323251573,125,4,9,6,S,I,butter,regular
ID64,12.66,6.323251573,125,4,9,6,C,I,butter,regular
ID65,14.36,6.323251573,125,4,9,2,S,I,arugula,regular
ID66,16.06,6.323251573,125,4,9,2,S,I,arugula,regular
ID67,17.76,6.323251573,125,4,9,2,S,I,arugula,regular
ID68,19.46,6.323251573,125,4,9,2,S,I,arugula,regular
ID69,21.16,6.323251573,125,4,9,1,C,I,radish,regular
ID70,22.86,6.323251573,125,4,9,2,S,I,arugula,regular
ID71,1.61,7.795494759,125,4,9,1,S,S,radish,regular
ID72,3.31,7.795494759,125,4,9,1,S,S,radish,regular
ID73,5.01,7.795494759,125,4,9,6,S,S,butter,regular
ID74,6.71,7.795494759,125,4,9,3,S,S,basil,regular
ID75,8.41,7.795494759,125,4,9,3,S,S,basil,regular
ID76,10.11,7.795494759,125,4,9,3,S,S,basil,regular
ID77,11.81,7.795494759,125,4,9,6,S,I,butter,regular
ID78,13.51,7.795494759,125,4,9,3,S,S,basil,regular
ID79,15.21,7.795494759,125,4,9,6,S,S,butter,regular
ID80,16.91,7.795494759,125,4,9,6,S,S,butter,regular
ID81,18.61,7.795494759,125,4,9,1,S,I,radish,regular
ID82,20.31,7.795494759,125,4,9,3,S,S,basil,regular
ID83,22.01,7.795494759,125,4,9,3,S,S,basil,regular
ID84,23.71,7.795494759,125,4,9,2,S,S,arugula,regular
ID85,0.76,9.267737946,125,4,9,6,S,S,butter,regular
ID86,2.46,9.267737946,125,4,9,6,S,S,butter,regular
ID87,4.16,9.267737946,125,4,9,6,S,S,butter,regular
ID88,5.86,9.267737946,125,4,9,1,S,S,radish,regular
ID89,7.56,9.267737946,125,4,9,1,S,S,radish,regular
ID90,9.26,9.267737946,125,4,9,6,S,S,butter,regular
ID91,10.96,9.267737946,125,4,9,2,S,I,arugula,regular
ID92,12.66,9.267737946,125,4,9,6,S,S,butter,regular
ID93,14.36,9.267737946,125,4,9,2,S,I,arugula,regular
ID94,16.06,9.267737946,125,4,9,3,S,S,basil,regular
ID95,17.76,9.267737946,125,4,9,3,S,S,basil,regular
ID96,19.46,9.267737946,125,4,9,6,S,I,butter,regular
ID97,21.16,9.267737946,125,4,9,1,S,I,radish,regular
ID98,22.86,9.267737946,125,4,9,3,S,S,basil,regular
ID99,1.61,10.73998113,125,4,9,2,S,S,arugula,regular
ID100,3.31,10.73998113,125,4,9,2,S,S,arugula,regular
ID101,5.01,10.73998113,125,4,9,3,S,S,basil,regular
ID102,6.71,10.73998113,125,4,9,2,S,S,arugula,regular
ID103,8.41,10.73998113,125,4,9,3,S,I,basil,regular
ID104,10.11,10.73998113,125,4,9,3,S,S,basil,regular
ID105,11.81,10.73998113,125,4,9,6,S,S,butter,regular
ID106,13.51,10.73998113,125,4,9,1,C,I,radish,regular
ID107,15.21,10.73998113,125,4,9,1,S,I,radish,regular
ID108,16.91,10.73998113,125,4,9,3,S,S,basil,regular
ID109,18.61,10.73998113,125,4,9,2,S,I,arugula,regular
ID110,20.31,10.73998113,125,4,9,3,S,S,basil,regular
ID111,22.01,10.73998113,125,4,9,6,S,I,butter,regular
ID112,23.71,10.73998113,125,4,9,2,S,I,arugula,regular
ID113,0.76,12.21222432,125,4,9,6,S,S,butter,regular
ID114,2.46,12.21222432,125,4,9,6,S,S,butter,regular
ID115,4.16,12.21222432,125,4,9,6,S,S,butter,regular
ID116,5.86,12.21222432,125,4,9,2,S,S,arugula,regular
ID117,7.56,12.21222432,125,4,9,1,S,S,radish,regular
ID118,9.26,12.21222432,125,4,9,1,S,I,radish,regular
ID119,10.96,12.21222432,125,4,9,6,S,S,butter,regular
ID120,12.66,12.21222432,125,4,9,6,S,I,butter,regular
ID121,14.36,12.21222432,125,4,9,3,C,I,basil,regular
ID122,16.06,12.21222432,125,4,9,2,S,I,arugula,regular
ID123,17.76,12.21222432,125,4,9,6,S,S,butter,regular
ID124,19.46,12.21222432,125,4,9,1,S,I,radish,regular
ID125,21.16,12.21222432,125,4,9,6,S,S,butter,regular
ID126,22.86,12.21222432,125,4,9,6,S,S,butter,regular
ID127,1.61,13.68446751,125,4,9,1,S,S,radish,regular
ID128,3.31,13.68446751,125,4,9,6,C,I,butter,regular
ID129,5.01,13.68446751,125,4,9,3,S,S,basil,regular
ID130,6.71,13.68446751,125,4,9,3,S,S,basil,regular
ID131,8.41,13.68446751,125,4,9,2,S,S,arugula,regular
ID132,10.11,13.68446751,125,4,9,3,S,S,basil,regular
ID133,11.81,13.68446751,125,4,9,1,S,I,radish,regular
ID134,13.51,13.68446751,125,4,9,3,S,I,basil,regular
ID135,15.21,13.68446751,125,4,9,2,S,I,arugula,regular
ID136,16.91,13.68446751,125,4,9,6,S,S,butter,regular
ID137,18.61,13.68446751,125,4,9,3,S,S,basil,regular
ID138,20.31,13.68446751,125,4,9,6,S,S,butter,regular
ID139,22.01,13.68446751,125,4,9,3,S,S,basil,regular
ID140,23.71,13.68446751,125,4,9,2,S,I,arugula,regular
ID141,0.76,15.15671069,125,4,9,3,S,S,basil,regular
ID142,2.46,15.15671069,125,4,9,3,S,S,basil,regular
ID143,4.16,15.15671069,125,4,9,3,S,S,basil,regular
ID144,5.86,15.15671069,125,4,9,6,S,S,butter,regular
ID145,7.56,15.15671069,125,4,9,6,S,S,butter,regular
ID146,9.26,15.15671069,125,4,9,6,S,S,butter,regular
ID147,10.96,15.15671069,125,4,9,2,S,I,arugula,regular
ID148,12.66,15.15671069,125,4,9,6,S,NA,butter,regular
ID149,14.36,15.15671069,125,4,9,3,S,S,basil,regular
ID150,16.06,15.15671069,125,4,9,6,S,S,butter,regular
ID151,17.76,15.15671069,125,4,9,6,S,S,butter,regular
ID152,19.46,15.15671069,125,4,9,6,S,I,butter,regular
ID153,21.16,15.15671069,125,4,9,3,S,S,basil,regular
ID154,22.86,15.15671069,125,4,9,6,S,I,butter,regular
ID155,1.61,16.62895388,125,4,9,3,S,S,basil,regular
ID156,3.31,16.62895388,125,4,9,6,S,S,butter,regular
ID157,5.01,16.62895388,125,4,9,6,S,S,butter,regular
ID158,6.71,16.62895388,125,4,9,2,S,S,arugula,regular
ID159,8.41,16.62895388,125,4,9,6,S,S,butter,regular
ID160,10.11,16.62895388,125,4,9,3,S,S,basil,regular
ID161,11.81,16.62895388,125,4,9,1,S,I,radish,regular
ID162,13.51,16.62895388,125,4,9,2,S,S,arugula,regular
ID163,15.21,16.62895388,125,4,9,6,S,S,butter,regular
ID164,16.91,16.62895388,125,4,9,6,S,S,butter,regular
ID165,18.61,16.62895388,125,4,9,1,S,I,radish,regular
ID166,20.31,16.62895388,125,4,9,2,C,I,arugula,regular
ID167,22.01,16.62895388,125,4,9,6,S,S,butter,regular
ID168,23.71,16.62895388,125,4,9,1,S,I,radish,regular
ID169,0.76,18.10119706,125,4,9,3,C,I,basil,regular
ID170,2.46,18.10119706,125,4,9,3,S,S,basil,regular
ID171,4.16,18.10119706,125,4,9,3,S,S,basil,regular
ID172,5.86,18.10119706,125,4,9,1,S,S,radish,regular
ID173,7.56,18.10119706,125,4,9,6,S,S,butter,regular
ID174,9.26,18.10119706,125,4,9,3,S,S,basil,regular
ID175,10.96,18.10119706,125,4,9,2,S,S,arugula,regular
ID176,12.66,18.10119706,125,4,9,2,S,S,arugula,regular
ID177,14.36,18.10119706,125,4,9,1,S,S,radish,regular
ID178,16.06,18.10119706,125,4,9,6,S,S,butter,regular
ID179,17.76,18.10119706,125,4,9,3,C,S,basil,regular
ID180,19.46,18.10119706,125,4,9,6,S,S,butter,regular
ID181,21.16,18.10119706,125,4,9,2,S,I,arugula,regular
ID182,22.86,18.10119706,125,4,9,6,S,I,butter,regular
ID183,1.61,19.57344025,125,4,9,3,S,S,basil,regular
ID184,3.31,19.57344025,125,4,9,3,S,S,basil,regular
ID185,5.01,19.57344025,125,4,9,1,S,S,radish,regular
ID186,6.71,19.57344025,125,4,9,3,S,S,basil,regular
ID187,8.41,19.57344025,125,4,9,6,S,S,butter,regular
ID188,10.11,19.57344025,125,4,9,3,S,S,basil,regular
ID189,11.81,19.57344025,125,4,9,3,S,S,basil,regular
ID190,13.51,19.57344025,125,4,9,6,S,S,butter,regular
ID191,15.21,19.57344025,125,4,9,3,S,S,basil,regular
ID192,16.91,19.57344025,125,4,9,2,S,S,arugula,regular
ID193,18.61,19.57344025,125,4,9,6,C,S,butter,regular
ID194,20.31,19.57344025,125,4,9,6,S,S,butter,regular
ID195,22.01,19.57344025,125,4,9,6,S,S,butter,regular
ID196,23.71,19.57344025,125,4,9,6,S,S,butter,regular
ID197,0.76,21.04568344,125,4,9,6,S,S,butter,regular
ID198,2.46,21.04568344,125,4,9,3,S,S,basil,regular
ID199,4.16,21.04568344,125,4,9,3,S,S,basil,regular
ID200,5.86,21.04568344,125,4,9,2,S,S,arugula,regular
ID201,7.56,21.04568344,125,4,9,2,S,S,arugula,regular
ID202,9.26,21.04568344,125,4,9,3,S,S,basil,regular
ID203,10.96,21.04568344,125,4,9,1,S,S,radish,regular
ID204,12.66,21.04568344,125,4,9,1,S,S,radish,regular
ID205,14.36,21.04568344,125,4,9,6,S,S,butter,regular
ID206,16.06,21.04568344,125,4,9,6,S,S,butter,regular
ID207,17.76,21.04568344,125,4,9,1,S,S,radish,regular
ID208,19.46,21.04568344,125,4,9,6,S,S,butter,regular
ID209,21.16,21.04568344,125,4,9,6,C,I,butter,regular
ID210,22.86,21.04568344,125,4,9,1,S,NA,radish,regular
ID211,1.61,22.51792662,125,4,9,1,S,S,radish,regular
ID212,3.31,22.51792662,125,4,9,6,S,S,butter,regular
ID213,5.01,22.51792662,125,4,9,6,S,S,butter,regular
ID214,6.71,22.51792662,125,4,9,1,S,S,radish,regular
ID215,8.41,22.51792662,125,4,9,6,S,S,butter,regular
ID216,10.11,22.51792662,125,4,9,1,S,S,radish,regular
ID217,11.81,22.51792662,125,4,9,1,S,S,radish,regular
ID218,13.51,22.51792662,125,4,9,3,S,S,basil,regular
ID219,15.21,22.51792662,125,4,9,2,S,S,arugula,regular
ID220,16.91,22.51792662,125,4,9,6,S,S,butter,regular
ID221,18.61,22.51792662,125,4,9,6,S,S,butter,regular
ID222,20.31,22.51792662,125,4,9,6,S,S,butter,regular
ID223,22.01,22.51792662,125,4,9,1,S,S,radish,regular
ID224,23.71,22.51792662,125,4,9,6,S,S,butter,regular
ID225,0.76,23.99016981,125,4,9,1,S,S,radish,regular
ID226,2.46,23.99016981,125,4,9,1,S,S,radish,regular
ID227,4.16,23.99016981,125,4,9,3,S,S,basil,regular
ID228,5.86,23.99016981,125,4,9,3,S,S,basil,regular
ID229,7.56,23.99016981,125,4,9,3,S,S,basil,regular
ID230,9.26,23.99016981,125,4,9,3,S,S,basil,regular
ID231,10.96,23.99016981,125,4,9,6,S,S,butter,regular
ID232,12.66,23.99016981,125,4,9,2,S,S,arugula,regular
ID233,14.36,23.99016981,125,4,9,6,S,S,butter,regular
ID234,16.06,23.99016981,125,4,9,6,S,NA,butter,regular
ID235,17.76,23.99016981,125,4,9,2,S,S,arugula,regular
ID236,19.46,23.99016981,125,4,9,2,C,I,arugula,regular
ID237,21.16,23.99016981,125,4,9,3,S,S,basil,regular
ID238,22.86,23.99016981,125,4,9,6,S,S,butter,regular
ID1,0.76,0.434278827,126,4,10,2,S,I,arugula,regular
ID2,2.46,0.434278827,126,4,10,3,S,I,basil,regular
ID3,4.16,0.434278827,126,4,10,6,S,S,butter,regular
ID4,5.86,0.434278827,126,4,10,3,S,S,basil,regular
ID5,7.56,0.434278827,126,4,10,2,S,S,arugula,regular
ID6,9.26,0.434278827,126,4,10,6,S,S,butter,regular
ID7,10.96,0.434278827,126,4,10,6,S,S,butter,regular
ID8,12.66,0.434278827,126,4,10,2,S,S,arugula,regular
ID9,14.36,0.434278827,126,4,10,1,S,I,radish,regular
ID10,16.06,0.434278827,126,4,10,1,S,I,radish,regular
ID11,17.76,0.434278827,126,4,10,1,S,I,radish,regular
ID12,19.46,0.434278827,126,4,10,1,S,I,radish,regular
ID13,21.16,0.434278827,126,4,10,2,C,I,arugula,regular
ID14,22.86,0.434278827,126,4,10,6,S,S,butter,regular
ID15,1.61,1.906522014,126,4,10,6,S,I,butter,regular
ID16,3.31,1.906522014,126,4,10,2,S,I,arugula,regular
ID17,5.01,1.906522014,126,4,10,2,S,I,arugula,regular
ID18,6.71,1.906522014,126,4,10,6,S,S,butter,regular
ID19,8.41,1.906522014,126,4,10,3,S,I,basil,regular
ID20,10.11,1.906522014,126,4,10,2,C,I,arugula,regular
ID21,11.81,1.906522014,126,4,10,1,S,S,radish,regular
ID22,13.51,1.906522014,126,4,10,2,S,I,arugula,regular
ID23,15.21,1.906522014,126,4,10,2,S,I,arugula,regular
ID24,16.91,1.906522014,126,4,10,2,S,I,arugula,regular
ID25,18.61,1.906522014,126,4,10,2,S,I,arugula,regular
ID26,20.31,1.906522014,126,4,10,2,S,I,arugula,regular
ID27,22.01,1.906522014,126,4,10,2,S,I,arugula,regular
ID28,23.71,1.906522014,126,4,10,2,S,I,arugula,regular
ID29,0.76,3.3787652,126,4,10,2,S,I,arugula,regular
ID30,2.46,3.3787652,126,4,10,2,S,I,arugula,regular
ID31,4.16,3.3787652,126,4,10,1,S,I,radish,regular
ID32,5.86,3.3787652,126,4,10,1,S,I,radish,regular
ID33,7.56,3.3787652,126,4,10,6,S,S,butter,regular
ID34,9.26,3.3787652,126,4,10,1,S,I,radish,regular
ID35,10.96,3.3787652,126,4,10,1,S,NA,radish,regular
ID36,12.66,3.3787652,126,4,10,2,S,S,arugula,regular
ID37,14.36,3.3787652,126,4,10,2,S,I,arugula,regular
ID38,16.06,3.3787652,126,4,10,2,S,I,arugula,regular
ID39,17.76,3.3787652,126,4,10,2,S,I,arugula,regular
ID40,19.46,3.3787652,126,4,10,1,S,I,radish,regular
ID41,21.16,3.3787652,126,4,10,3,S,S,basil,regular
ID42,22.86,3.3787652,126,4,10,3,S,I,basil,regular
ID43,1.61,4.851008386,126,4,10,1,S,I,radish,regular
ID44,3.31,4.851008386,126,4,10,1,C,I,radish,regular
ID45,5.01,4.851008386,126,4,10,6,S,S,butter,regular
ID46,6.71,4.851008386,126,4,10,3,S,S,basil,regular
ID47,8.41,4.851008386,126,4,10,1,S,I,radish,regular
ID48,10.11,4.851008386,126,4,10,1,S,I,radish,regular
ID49,11.81,4.851008386,126,4,10,1,S,I,radish,regular
ID50,13.51,4.851008386,126,4,10,6,S,S,butter,regular
ID51,15.21,4.851008386,126,4,10,6,S,I,butter,regular
ID52,16.91,4.851008386,126,4,10,1,S,I,radish,regular
ID53,18.61,4.851008386,126,4,10,2,S,I,arugula,regular
ID54,20.31,4.851008386,126,4,10,2,S,I,arugula,regular
ID55,22.01,4.851008386,126,4,10,3,S,S,basil,regular
ID56,23.71,4.851008386,126,4,10,1,C,I,radish,regular
ID57,0.76,6.323251573,126,4,10,6,S,I,butter,regular
ID58,2.46,6.323251573,126,4,10,2,S,I,arugula,regular
ID59,4.16,6.323251573,126,4,10,2,S,I,arugula,regular
ID60,5.86,6.323251573,126,4,10,6,S,S,butter,regular
ID61,7.56,6.323251573,126,4,10,1,S,I,radish,regular
ID62,9.26,6.323251573,126,4,10,2,S,I,arugula,regular
ID63,10.96,6.323251573,126,4,10,2,S,I,arugula,regular
ID64,12.66,6.323251573,126,4,10,2,S,I,arugula,regular
ID65,14.36,6.323251573,126,4,10,6,S,I,butter,regular
ID66,16.06,6.323251573,126,4,10,6,S,S,butter,regular
ID67,17.76,6.323251573,126,4,10,3,S,S,basil,regular
ID68,19.46,6.323251573,126,4,10,1,S,I,radish,regular
ID69,21.16,6.323251573,126,4,10,2,S,I,arugula,regular
ID70,22.86,6.323251573,126,4,10,1,S,I,radish,regular
ID71,1.61,7.795494759,126,4,10,3,S,NA,basil,regular
ID72,3.31,7.795494759,126,4,10,1,S,I,radish,regular
ID73,5.01,7.795494759,126,4,10,2,S,I,arugula,regular
ID74,6.71,7.795494759,126,4,10,3,S,S,basil,regular
ID75,8.41,7.795494759,126,4,10,6,S,I,butter,regular
ID76,10.11,7.795494759,126,4,10,3,S,S,basil,regular
ID77,11.81,7.795494759,126,4,10,1,S,I,radish,regular
ID78,13.51,7.795494759,126,4,10,1,S,I,radish,regular
ID79,15.21,7.795494759,126,4,10,1,S,I,radish,regular
ID80,16.91,7.795494759,126,4,10,2,S,I,arugula,regular
