ID,x,y,trayID,richness,rep,spID,state0_v2,state_final,species,tray_type
ID141,18.05,22.24945875,48,2,5,1,S,I,radish,regular
ID142,20.15,22.24945875,48,2,5,2,S,I,arugula,regular
ID143,22.25,22.24945875,48,2,5,2,S,I,arugula,regular
ID144,2.3,24.0681121,48,2,5,1,S,S,radish,regular
ID145,4.4,24.0681121,48,2,5,2,S,I,arugula,regular
ID146,6.5,24.0681121,48,2,5,2,C,I,arugula,regular
ID147,8.6,24.0681121,48,2,5,1,S,I,radish,regular
ID148,10.7,24.0681121,48,2,5,2,S,I,arugula,regular
ID149,12.8,24.0681121,48,2,5,1,S,I,radish,regular
ID150,14.9,24.0681121,48,2,5,1,S,I,radish,regular
ID151,17,24.0681121,48,2,5,1,S,I,radish,regular
ID152,19.1,24.0681121,48,2,5,1,S,I,radish,regular
ID153,21.2,24.0681121,48,2,5,2,S,I,arugula,regular
ID154,23.3,24.0681121,48,2,5,1,C,I,radish,regular
ID1,1.25,0.425618573,49,2,6,1,S,S,radish,regular
ID2,3.35,0.425618573,49,2,6,1,S,S,radish,regular
ID3,5.45,0.425618573,49,2,6,1,S,S,radish,regular
ID4,7.55,0.425618573,49,2,6,1,S,S,radish,regular
ID5,9.65,0.425618573,49,2,6,1,S,S,radish,regular
ID6,11.75,0.425618573,49,2,6,1,S,S,radish,regular
ID7,13.85,0.425618573,49,2,6,1,S,S,radish,regular
ID8,15.95,0.425618573,49,2,6,1,S,S,radish,regular
ID9,18.05,0.425618573,49,2,6,1,S,I,radish,regular
ID10,20.15,0.425618573,49,2,6,1,S,I,radish,regular
ID11,22.25,0.425618573,49,2,6,1,S,I,radish,regular
ID12,2.3,2.244271921,49,2,6,1,S,S,radish,regular
ID13,4.4,2.244271921,49,2,6,2,S,S,arugula,regular
ID14,6.5,2.244271921,49,2,6,2,S,S,arugula,regular
ID15,8.6,2.244271921,49,2,6,2,S,S,arugula,regular
ID16,10.7,2.244271921,49,2,6,2,S,S,arugula,regular
ID17,12.8,2.244271921,49,2,6,1,S,S,radish,regular
ID18,14.9,2.244271921,49,2,6,1,S,S,radish,regular
ID19,17,2.244271921,49,2,6,2,S,I,arugula,regular
ID20,19.1,2.244271921,49,2,6,1,S,I,radish,regular
ID21,21.2,2.244271921,49,2,6,1,S,I,radish,regular
ID22,23.3,2.244271921,49,2,6,1,S,I,radish,regular
ID23,1.25,4.062925269,49,2,6,1,S,S,radish,regular
ID24,3.35,4.062925269,49,2,6,1,S,S,radish,regular
ID25,5.45,4.062925269,49,2,6,1,S,S,radish,regular
ID26,7.55,4.062925269,49,2,6,1,S,S,radish,regular
ID27,9.65,4.062925269,49,2,6,2,S,S,arugula,regular
ID28,11.75,4.062925269,49,2,6,2,S,S,arugula,regular
ID29,13.85,4.062925269,49,2,6,2,S,S,arugula,regular
ID30,15.95,4.062925269,49,2,6,2,C,I,arugula,regular
ID31,18.05,4.062925269,49,2,6,1,S,I,radish,regular
ID32,20.15,4.062925269,49,2,6,1,S,I,radish,regular
ID33,22.25,4.062925269,49,2,6,2,S,I,arugula,regular
ID34,2.3,5.881578617,49,2,6,1,S,S,radish,regular
ID35,4.4,5.881578617,49,2,6,1,S,S,radish,regular
ID36,6.5,5.881578617,49,2,6,1,S,S,radish,regular
ID37,8.6,5.881578617,49,2,6,1,S,S,radish,regular
ID38,10.7,5.881578617,49,2,6,2,S,S,arugula,regular
ID39,12.8,5.881578617,49,2,6,2,S,S,arugula,regular
ID40,14.9,5.881578617,49,2,6,2,S,S,arugula,regular
ID41,17,5.881578617,49,2,6,2,S,S,arugula,regular
ID42,19.1,5.881578617,49,2,6,2,S,I,arugula,regular
ID43,21.2,5.881578617,49,2,6,1,S,I,radish,regular
ID44,23.3,5.881578617,49,2,6,1,S,I,radish,regular
ID45,1.25,7.700231965,49,2,6,1,S,S,radish,regular
ID46,3.35,7.700231965,49,2,6,2,S,S,arugula,regular
ID47,5.45,7.700231965,49,2,6,2,S,S,arugula,regular
ID48,7.55,7.700231965,49,2,6,1,S,S,radish,regular
ID49,9.65,7.700231965,49,2,6,2,S,S,arugula,regular
ID50,11.75,7.700231965,49,2,6,2,S,S,arugula,regular
ID51,13.85,7.700231965,49,2,6,1,S,I,radish,regular
ID52,15.95,7.700231965,49,2,6,2,S,I,arugula,regular
ID53,18.05,7.700231965,49,2,6,1,S,I,radish,regular
ID54,20.15,7.700231965,49,2,6,2,S,I,arugula,regular
ID55,22.25,7.700231965,49,2,6,1,C,I,radish,regular
ID56,2.3,9.518885313,49,2,6,2,S,S,arugula,regular
ID57,4.4,9.518885313,49,2,6,2,S,S,arugula,regular
ID58,6.5,9.518885313,49,2,6,2,S,S,arugula,regular
ID59,8.6,9.518885313,49,2,6,2,S,S,arugula,regular
ID60,10.7,9.518885313,49,2,6,2,S,S,arugula,regular
ID61,12.8,9.518885313,49,2,6,2,S,I,arugula,regular
ID62,14.9,9.518885313,49,2,6,2,S,I,arugula,regular
ID63,17,9.518885313,49,2,6,2,S,I,arugula,regular
ID64,19.1,9.518885313,49,2,6,1,S,I,radish,regular
ID65,21.2,9.518885313,49,2,6,1,S,S,radish,regular
ID66,23.3,9.518885313,49,2,6,1,S,I,radish,regular
ID67,1.25,11.33753866,49,2,6,1,S,S,radish,regular
ID68,3.35,11.33753866,49,2,6,1,S,S,radish,regular
ID69,5.45,11.33753866,49,2,6,2,S,S,arugula,regular
ID70,7.55,11.33753866,49,2,6,2,S,S,arugula,regular
ID71,9.65,11.33753866,49,2,6,1,S,I,radish,regular
ID72,11.75,11.33753866,49,2,6,1,S,I,radish,regular
ID73,13.85,11.33753866,49,2,6,2,S,I,arugula,regular
ID74,15.95,11.33753866,49,2,6,1,S,I,radish,regular
ID75,18.05,11.33753866,49,2,6,1,C,I,radish,regular
ID76,20.15,11.33753866,49,2,6,1,S,I,radish,regular
ID77,22.25,11.33753866,49,2,6,1,S,I,radish,regular
ID78,2.3,13.15619201,49,2,6,2,S,S,arugula,regular
ID79,4.4,13.15619201,49,2,6,1,S,S,radish,regular
ID80,6.5,13.15619201,49,2,6,1,S,S,radish,regular
ID81,8.6,13.15619201,49,2,6,2,S,S,arugula,regular
ID82,10.7,13.15619201,49,2,6,1,S,I,radish,regular
ID83,12.8,13.15619201,49,2,6,2,S,I,arugula,regular
ID84,14.9,13.15619201,49,2,6,2,S,I,arugula,regular
ID85,17,13.15619201,49,2,6,1,S,I,radish,regular
ID86,19.1,13.15619201,49,2,6,2,S,I,arugula,regular
ID87,21.2,13.15619201,49,2,6,2,S,I,arugula,regular
ID88,23.3,13.15619201,49,2,6,2,S,I,arugula,regular
ID89,1.25,14.97484536,49,2,6,2,C,I,arugula,regular
ID90,3.35,14.97484536,49,2,6,1,S,S,radish,regular
ID91,5.45,14.97484536,49,2,6,2,S,S,arugula,regular
ID92,7.55,14.97484536,49,2,6,2,S,S,arugula,regular
ID93,9.65,14.97484536,49,2,6,1,S,I,radish,regular
ID94,11.75,14.97484536,49,2,6,1,S,I,radish,regular
ID95,13.85,14.97484536,49,2,6,1,S,I,radish,regular
ID96,15.95,14.97484536,49,2,6,1,S,I,radish,regular
ID97,18.05,14.97484536,49,2,6,2,S,I,arugula,regular
ID98,20.15,14.97484536,49,2,6,2,C,I,arugula,regular
ID99,22.25,14.97484536,49,2,6,2,C,I,arugula,regular
ID100,2.3,16.7934987,49,2,6,1,S,S,radish,regular
ID101,4.4,16.7934987,49,2,6,1,C,I,radish,regular
ID102,6.5,16.7934987,49,2,6,2,S,S,arugula,regular
ID103,8.6,16.7934987,49,2,6,1,S,S,radish,regular
ID104,10.7,16.7934987,49,2,6,1,S,I,radish,regular
ID105,12.8,16.7934987,49,2,6,1,S,I,radish,regular
ID106,14.9,16.7934987,49,2,6,2,S,I,arugula,regular
ID107,17,16.7934987,49,2,6,1,S,S,radish,regular
ID108,19.1,16.7934987,49,2,6,1,S,S,radish,regular
ID109,21.2,16.7934987,49,2,6,1,S,S,radish,regular
ID110,23.3,16.7934987,49,2,6,2,S,S,arugula,regular
ID111,1.25,18.61215205,49,2,6,1,S,S,radish,regular
ID112,3.35,18.61215205,49,2,6,2,C,I,arugula,regular
ID113,5.45,18.61215205,49,2,6,1,S,S,radish,regular
ID114,7.55,18.61215205,49,2,6,1,S,S,radish,regular
ID115,9.65,18.61215205,49,2,6,1,S,S,radish,regular
ID116,11.75,18.61215205,49,2,6,1,C,I,radish,regular
ID117,13.85,18.61215205,49,2,6,1,C,I,radish,regular
ID118,15.95,18.61215205,49,2,6,1,S,I,radish,regular
ID119,18.05,18.61215205,49,2,6,2,S,S,arugula,regular
ID120,20.15,18.61215205,49,2,6,2,S,S,arugula,regular
ID121,22.25,18.61215205,49,2,6,2,C,I,arugula,regular
ID122,2.3,20.4308054,49,2,6,1,S,S,radish,regular
ID123,4.4,20.4308054,49,2,6,2,S,S,arugula,regular
ID124,6.5,20.4308054,49,2,6,2,S,S,arugula,regular
ID125,8.6,20.4308054,49,2,6,1,S,S,radish,regular
ID126,10.7,20.4308054,49,2,6,2,S,S,arugula,regular
ID127,12.8,20.4308054,49,2,6,1,S,I,radish,regular
ID128,14.9,20.4308054,49,2,6,1,S,I,radish,regular
ID129,17,20.4308054,49,2,6,2,S,S,arugula,regular
ID130,19.1,20.4308054,49,2,6,1,S,S,radish,regular
ID131,21.2,20.4308054,49,2,6,1,S,S,radish,regular
ID132,23.3,20.4308054,49,2,6,2,S,S,arugula,regular
ID133,1.25,22.24945875,49,2,6,1,S,S,radish,regular
ID134,3.35,22.24945875,49,2,6,1,S,S,radish,regular
ID135,5.45,22.24945875,49,2,6,1,S,I,radish,regular
ID136,7.55,22.24945875,49,2,6,1,S,S,radish,regular
ID137,9.65,22.24945875,49,2,6,1,S,S,radish,regular
ID138,11.75,22.24945875,49,2,6,1,S,S,radish,regular
ID139,13.85,22.24945875,49,2,6,1,S,S,radish,regular
ID140,15.95,22.24945875,49,2,6,1,S,S,radish,regular
ID141,18.05,22.24945875,49,2,6,2,S,S,arugula,regular
ID142,20.15,22.24945875,49,2,6,1,S,S,radish,regular
ID143,22.25,22.24945875,49,2,6,1,S,S,radish,regular
ID144,2.3,24.0681121,49,2,6,2,S,S,arugula,regular
ID145,4.4,24.0681121,49,2,6,2,S,S,arugula,regular
ID146,6.5,24.0681121,49,2,6,1,C,I,radish,regular
ID147,8.6,24.0681121,49,2,6,2,S,I,arugula,regular
ID148,10.7,24.0681121,49,2,6,1,S,S,radish,regular
ID149,12.8,24.0681121,49,2,6,1,S,S,radish,regular
ID150,14.9,24.0681121,49,2,6,2,S,S,arugula,regular
ID151,17,24.0681121,49,2,6,2,S,S,arugula,regular
ID152,19.1,24.0681121,49,2,6,2,S,S,arugula,regular
ID153,21.2,24.0681121,49,2,6,2,S,S,arugula,regular
ID154,23.3,24.0681121,49,2,6,1,S,S,radish,regular
ID1,1.25,0.425618573,50,2,7,1,S,S,radish,regular
ID2,3.35,0.425618573,50,2,7,2,S,S,arugula,regular
ID3,5.45,0.425618573,50,2,7,1,S,S,radish,regular
ID4,7.55,0.425618573,50,2,7,2,S,S,arugula,regular
ID5,9.65,0.425618573,50,2,7,2,S,S,arugula,regular
ID6,11.75,0.425618573,50,2,7,1,S,S,radish,regular
ID7,13.85,0.425618573,50,2,7,2,C,I,arugula,regular
ID8,15.95,0.425618573,50,2,7,1,S,S,radish,regular
ID9,18.05,0.425618573,50,2,7,1,S,S,radish,regular
ID10,20.15,0.425618573,50,2,7,2,S,S,arugula,regular
ID11,22.25,0.425618573,50,2,7,1,S,S,radish,regular
ID12,2.3,2.244271921,50,2,7,1,S,S,radish,regular
ID13,4.4,2.244271921,50,2,7,2,S,S,arugula,regular
ID14,6.5,2.244271921,50,2,7,1,S,S,radish,regular
ID15,8.6,2.244271921,50,2,7,1,S,S,radish,regular
ID16,10.7,2.244271921,50,2,7,2,S,S,arugula,regular
ID17,12.8,2.244271921,50,2,7,1,S,S,radish,regular
ID18,14.9,2.244271921,50,2,7,2,S,S,arugula,regular
ID19,17,2.244271921,50,2,7,1,S,I,radish,regular
ID20,19.1,2.244271921,50,2,7,2,S,S,arugula,regular
ID21,21.2,2.244271921,50,2,7,1,S,S,radish,regular
ID22,23.3,2.244271921,50,2,7,1,S,S,radish,regular
ID23,1.25,4.062925269,50,2,7,1,S,I,radish,regular
ID24,3.35,4.062925269,50,2,7,1,S,I,radish,regular
ID25,5.45,4.062925269,50,2,7,1,S,I,radish,regular
ID26,7.55,4.062925269,50,2,7,2,S,S,arugula,regular
ID27,9.65,4.062925269,50,2,7,2,S,S,arugula,regular
ID28,11.75,4.062925269,50,2,7,1,S,S,radish,regular
ID29,13.85,4.062925269,50,2,7,1,S,I,radish,regular
ID30,15.95,4.062925269,50,2,7,2,S,I,arugula,regular
ID31,18.05,4.062925269,50,2,7,2,S,I,arugula,regular
ID32,20.15,4.062925269,50,2,7,1,S,I,radish,regular
ID33,22.25,4.062925269,50,2,7,1,S,S,radish,regular
ID34,2.3,5.881578617,50,2,7,1,S,I,radish,regular
ID35,4.4,5.881578617,50,2,7,2,S,I,arugula,regular
ID36,6.5,5.881578617,50,2,7,2,S,I,arugula,regular
ID37,8.6,5.881578617,50,2,7,2,S,I,arugula,regular
ID38,10.7,5.881578617,50,2,7,2,S,I,arugula,regular
ID39,12.8,5.881578617,50,2,7,2,S,I,arugula,regular
ID40,14.9,5.881578617,50,2,7,2,S,I,arugula,regular
ID41,17,5.881578617,50,2,7,1,S,I,radish,regular
ID42,19.1,5.881578617,50,2,7,1,S,I,radish,regular
ID43,21.2,5.881578617,50,2,7,1,S,I,radish,regular
ID44,23.3,5.881578617,50,2,7,2,S,I,arugula,regular
ID45,1.25,7.700231965,50,2,7,1,S,I,radish,regular
ID46,3.35,7.700231965,50,2,7,1,S,I,radish,regular
ID47,5.45,7.700231965,50,2,7,1,C,I,radish,regular
ID48,7.55,7.700231965,50,2,7,1,S,I,radish,regular
ID49,9.65,7.700231965,50,2,7,2,S,I,arugula,regular
ID50,11.75,7.700231965,50,2,7,1,S,I,radish,regular
ID51,13.85,7.700231965,50,2,7,2,S,I,arugula,regular
ID52,15.95,7.700231965,50,2,7,1,S,I,radish,regular
ID53,18.05,7.700231965,50,2,7,1,S,I,radish,regular
ID54,20.15,7.700231965,50,2,7,1,S,I,radish,regular
ID55,22.25,7.700231965,50,2,7,1,S,I,radish,regular
ID56,2.3,9.518885313,50,2,7,1,S,I,radish,regular
ID57,4.4,9.518885313,50,2,7,2,S,I,arugula,regular
ID58,6.5,9.518885313,50,2,7,1,S,I,radish,regular
ID59,8.6,9.518885313,50,2,7,1,S,I,radish,regular
ID60,10.7,9.518885313,50,2,7,1,S,I,radish,regular
ID61,12.8,9.518885313,50,2,7,2,S,I,arugula,regular
ID62,14.9,9.518885313,50,2,7,2,S,I,arugula,regular
ID63,17,9.518885313,50,2,7,2,S,NA,arugula,regular
ID64,19.1,9.518885313,50,2,7,1,S,NA,radish,regular
ID65,21.2,9.518885313,50,2,7,2,S,I,arugula,regular
ID66,23.3,9.518885313,50,2,7,1,S,I,radish,regular
ID67,1.25,11.33753866,50,2,7,1,S,I,radish,regular
ID68,3.35,11.33753866,50,2,7,1,S,I,radish,regular
ID69,5.45,11.33753866,50,2,7,1,C,I,radish,regular
ID70,7.55,11.33753866,50,2,7,2,S,I,arugula,regular
ID71,9.65,11.33753866,50,2,7,2,S,I,arugula,regular
ID72,11.75,11.33753866,50,2,7,1,S,I,radish,regular
ID73,13.85,11.33753866,50,2,7,1,S,I,radish,regular
ID74,15.95,11.33753866,50,2,7,1,S,I,radish,regular
ID75,18.05,11.33753866,50,2,7,2,S,I,arugula,regular
ID76,20.15,11.33753866,50,2,7,2,S,I,arugula,regular
ID77,22.25,11.33753866,50,2,7,2,S,I,arugula,regular
ID78,2.3,13.15619201,50,2,7,2,S,I,arugula,regular
ID79,4.4,13.15619201,50,2,7,1,S,I,radish,regular
ID80,6.5,13.15619201,50,2,7,1,S,I,radish,regular
ID81,8.6,13.15619201,50,2,7,2,S,NA,arugula,regular
ID82,10.7,13.15619201,50,2,7,1,S,I,radish,regular
ID83,12.8,13.15619201,50,2,7,2,S,S,arugula,regular
ID84,14.9,13.15619201,50,2,7,1,S,I,radish,regular
ID85,17,13.15619201,50,2,7,1,S,I,radish,regular
ID86,19.1,13.15619201,50,2,7,2,S,I,arugula,regular
ID87,21.2,13.15619201,50,2,7,1,C,I,radish,regular
ID88,23.3,13.15619201,50,2,7,2,S,I,arugula,regular
ID89,1.25,14.97484536,50,2,7,1,S,NA,radish,regular
ID90,3.35,14.97484536,50,2,7,1,S,I,radish,regular
ID91,5.45,14.97484536,50,2,7,1,S,I,radish,regular
ID92,7.55,14.97484536,50,2,7,2,C,I,arugula,regular
ID93,9.65,14.97484536,50,2,7,1,S,I,radish,regular
ID94,11.75,14.97484536,50,2,7,1,S,NA,radish,regular
ID95,13.85,14.97484536,50,2,7,1,C,I,radish,regular
ID96,15.95,14.97484536,50,2,7,1,S,I,radish,regular
ID97,18.05,14.97484536,50,2,7,1,S,I,radish,regular
ID98,20.15,14.97484536,50,2,7,2,S,I,arugula,regular
ID99,22.25,14.97484536,50,2,7,2,S,I,arugula,regular
ID100,2.3,16.7934987,50,2,7,2,S,NA,arugula,regular
ID101,4.4,16.7934987,50,2,7,1,S,I,radish,regular
ID102,6.5,16.7934987,50,2,7,2,S,I,arugula,regular
ID103,8.6,16.7934987,50,2,7,1,S,I,radish,regular
ID104,10.7,16.7934987,50,2,7,1,S,I,radish,regular
ID105,12.8,16.7934987,50,2,7,1,C,I,radish,regular
ID106,14.9,16.7934987,50,2,7,2,S,I,arugula,regular
ID107,17,16.7934987,50,2,7,2,S,I,arugula,regular
ID108,19.1,16.7934987,50,2,7,1,S,I,radish,regular
ID109,21.2,16.7934987,50,2,7,2,C,I,arugula,regular
ID110,23.3,16.7934987,50,2,7,2,S,S,arugula,regular
ID111,1.25,18.61215205,50,2,7,1,S,S,radish,regular
ID112,3.35,18.61215205,50,2,7,1,S,I,radish,regular
ID113,5.45,18.61215205,50,2,7,2,S,I,arugula,regular
ID114,7.55,18.61215205,50,2,7,1,S,I,radish,regular
ID115,9.65,18.61215205,50,2,7,1,S,I,radish,regular
ID116,11.75,18.61215205,50,2,7,1,S,I,radish,regular
ID117,13.85,18.61215205,50,2,7,2,S,I,arugula,regular
ID118,15.95,18.61215205,50,2,7,2,S,I,arugula,regular
ID119,18.05,18.61215205,50,2,7,2,S,I,arugula,regular
ID120,20.15,18.61215205,50,2,7,2,S,I,arugula,regular
ID121,22.25,18.61215205,50,2,7,1,C,I,radish,regular
ID122,2.3,20.4308054,50,2,7,2,C,S,arugula,regular
ID123,4.4,20.4308054,50,2,7,1,S,I,radish,regular
ID124,6.5,20.4308054,50,2,7,1,S,I,radish,regular
ID125,8.6,20.4308054,50,2,7,2,S,I,arugula,regular
ID126,10.7,20.4308054,50,2,7,2,S,I,arugula,regular
ID127,12.8,20.4308054,50,2,7,2,S,I,arugula,regular
ID128,14.9,20.4308054,50,2,7,2,S,I,arugula,regular
ID129,17,20.4308054,50,2,7,2,S,I,arugula,regular
ID130,19.1,20.4308054,50,2,7,1,C,I,radish,regular
ID131,21.2,20.4308054,50,2,7,2,S,I,arugula,regular
ID132,23.3,20.4308054,50,2,7,1,S,I,radish,regular
ID133,1.25,22.24945875,50,2,7,1,S,NA,radish,regular
ID134,3.35,22.24945875,50,2,7,1,S,I,radish,regular
ID135,5.45,22.24945875,50,2,7,1,S,I,radish,regular
ID136,7.55,22.24945875,50,2,7,1,S,I,radish,regular
ID137,9.65,22.24945875,50,2,7,1,S,I,radish,regular
ID138,11.75,22.24945875,50,2,7,2,S,I,arugula,regular
ID139,13.85,22.24945875,50,2,7,1,S,I,radish,regular
ID140,15.95,22.24945875,50,2,7,1,S,I,radish,regular
ID141,18.05,22.24945875,50,2,7,1,S,I,radish,regular
ID142,20.15,22.24945875,50,2,7,2,S,S,arugula,regular
ID143,22.25,22.24945875,50,2,7,2,S,S,arugula,regular
ID144,2.3,24.0681121,50,2,7,1,S,S,radish,regular
ID145,4.4,24.0681121,50,2,7,2,S,I,arugula,regular
ID146,6.5,24.0681121,50,2,7,2,S,I,arugula,regular
ID147,8.6,24.0681121,50,2,7,2,S,I,arugula,regular
ID148,10.7,24.0681121,50,2,7,1,S,I,radish,regular
ID149,12.8,24.0681121,50,2,7,2,C,I,arugula,regular
ID150,14.9,24.0681121,50,2,7,1,S,I,radish,regular
ID151,17,24.0681121,50,2,7,1,S,I,radish,regular
ID152,19.1,24.0681121,50,2,7,1,S,I,radish,regular
ID153,21.2,24.0681121,50,2,7,1,S,S,radish,regular
ID154,23.3,24.0681121,50,2,7,1,S,S,radish,regular
ID1,1.25,0.425618573,51,2,8,2,S,S,arugula,regular
ID2,3.35,0.425618573,51,2,8,1,S,I,radish,regular
ID3,5.45,0.425618573,51,2,8,1,S,I,radish,regular
ID4,7.55,0.425618573,51,2,8,1,C,I,radish,regular
ID5,9.65,0.425618573,51,2,8,1,S,I,radish,regular
ID6,11.75,0.425618573,51,2,8,1,S,I,radish,regular
ID7,13.85,0.425618573,51,2,8,2,S,I,arugula,regular
ID8,15.95,0.425618573,51,2,8,2,S,S,arugula,regular
ID9,18.05,0.425618573,51,2,8,2,S,S,arugula,regular
ID10,20.15,0.425618573,51,2,8,2,S,S,arugula,regular
ID11,22.25,0.425618573,51,2,8,2,S,S,arugula,regular
ID12,2.3,2.244271921,51,2,8,1,S,S,radish,regular
ID13,4.4,2.244271921,51,2,8,2,C,I,arugula,regular
ID14,6.5,2.244271921,51,2,8,1,S,I,radish,regular
ID15,8.6,2.244271921,51,2,8,1,S,I,radish,regular
ID16,10.7,2.244271921,51,2,8,1,S,I,radish,regular
ID17,12.8,2.244271921,51,2,8,2,S,NA,arugula,regular
ID18,14.9,2.244271921,51,2,8,2,S,S,arugula,regular
ID19,17,2.244271921,51,2,8,1,S,S,radish,regular
ID20,19.1,2.244271921,51,2,8,2,S,S,arugula,regular
ID21,21.2,2.244271921,51,2,8,1,S,S,radish,regular
ID22,23.3,2.244271921,51,2,8,1,S,S,radish,regular
ID23,1.25,4.062925269,51,2,8,1,S,S,radish,regular
ID24,3.35,4.062925269,51,2,8,1,S,S,radish,regular
ID25,5.45,4.062925269,51,2,8,1,S,S,radish,regular
ID26,7.55,4.062925269,51,2,8,1,S,S,radish,regular
ID27,9.65,4.062925269,51,2,8,2,S,S,arugula,regular
ID28,11.75,4.062925269,51,2,8,1,S,S,radish,regular
ID29,13.85,4.062925269,51,2,8,1,S,S,radish,regular
ID30,15.95,4.062925269,51,2,8,1,S,S,radish,regular
ID31,18.05,4.062925269,51,2,8,2,S,S,arugula,regular
ID32,20.15,4.062925269,51,2,8,1,S,S,radish,regular
ID33,22.25,4.062925269,51,2,8,1,S,S,radish,regular
ID34,2.3,5.881578617,51,2,8,1,S,S,radish,regular
ID35,4.4,5.881578617,51,2,8,2,S,S,arugula,regular
ID36,6.5,5.881578617,51,2,8,1,S,S,radish,regular
ID37,8.6,5.881578617,51,2,8,2,S,S,arugula,regular
ID38,10.7,5.881578617,51,2,8,2,S,S,arugula,regular
ID39,12.8,5.881578617,51,2,8,1,S,S,radish,regular
ID40,14.9,5.881578617,51,2,8,1,S,I,radish,regular
ID41,17,5.881578617,51,2,8,1,C,I,radish,regular
ID42,19.1,5.881578617,51,2,8,2,C,I,arugula,regular
ID43,21.2,5.881578617,51,2,8,2,S,I,arugula,regular
ID44,23.3,5.881578617,51,2,8,1,S,S,radish,regular
ID45,1.25,7.700231965,51,2,8,2,S,S,arugula,regular
ID46,3.35,7.700231965,51,2,8,1,S,S,radish,regular
ID47,5.45,7.700231965,51,2,8,2,S,S,arugula,regular
ID48,7.55,7.700231965,51,2,8,2,S,S,arugula,regular
ID49,9.65,7.700231965,51,2,8,1,S,S,radish,regular
ID50,11.75,7.700231965,51,2,8,2,S,S,arugula,regular
ID51,13.85,7.700231965,51,2,8,2,S,I,arugula,regular
ID52,15.95,7.700231965,51,2,8,1,C,I,radish,regular
ID53,18.05,7.700231965,51,2,8,2,S,S,arugula,regular
ID54,20.15,7.700231965,51,2,8,1,S,S,radish,regular
ID55,22.25,7.700231965,51,2,8,2,S,S,arugula,regular
ID56,2.3,9.518885313,51,2,8,1,S,S,radish,regular
ID57,4.4,9.518885313,51,2,8,2,S,S,arugula,regular
ID58,6.5,9.518885313,51,2,8,1,S,S,radish,regular
ID59,8.6,9.518885313,51,2,8,2,S,S,arugula,regular
ID60,10.7,9.518885313,51,2,8,1,S,I,radish,regular
ID61,12.8,9.518885313,51,2,8,2,S,I,arugula,regular
ID62,14.9,9.518885313,51,2,8,2,S,I,arugula,regular
ID63,17,9.518885313,51,2,8,2,S,S,arugula,regular
ID64,19.1,9.518885313,51,2,8,1,S,I,radish,regular
ID65,21.2,9.518885313,51,2,8,1,S,S,radish,regular
ID66,23.3,9.518885313,51,2,8,1,C,I,radish,regular
ID67,1.25,11.33753866,51,2,8,2,S,S,arugula,regular
ID68,3.35,11.33753866,51,2,8,1,S,S,radish,regular
ID69,5.45,11.33753866,51,2,8,2,S,S,arugula,regular
ID70,7.55,11.33753866,51,2,8,1,S,S,radish,regular
ID71,9.65,11.33753866,51,2,8,1,S,S,radish,regular
ID72,11.75,11.33753866,51,2,8,2,C,I,arugula,regular
ID73,13.85,11.33753866,51,2,8,1,S,I,radish,regular
ID74,15.95,11.33753866,51,2,8,2,C,I,arugula,regular
ID75,18.05,11.33753866,51,2,8,1,S,I,radish,regular
ID76,20.15,11.33753866,51,2,8,1,S,I,radish,regular
ID77,22.25,11.33753866,51,2,8,1,C,I,radish,regular
ID78,2.3,13.15619201,51,2,8,2,S,S,arugula,regular
ID79,4.4,13.15619201,51,2,8,1,S,I,radish,regular
ID80,6.5,13.15619201,51,2,8,1,S,I,radish,regular
ID81,8.6,13.15619201,51,2,8,1,S,S,radish,regular
ID82,10.7,13.15619201,51,2,8,2,S,S,arugula,regular
ID83,12.8,13.15619201,51,2,8,1,S,S,radish,regular
ID84,14.9,13.15619201,51,2,8,2,S,I,arugula,regular
ID85,17,13.15619201,51,2,8,1,S,S,radish,regular
ID86,19.1,13.15619201,51,2,8,1,S,I,radish,regular
ID87,21.2,13.15619201,51,2,8,1,S,S,radish,regular
ID88,23.3,13.15619201,51,2,8,2,S,S,arugula,regular
ID89,1.25,14.97484536,51,2,8,1,S,S,radish,regular
ID90,3.35,14.97484536,51,2,8,1,S,S,radish,regular
ID91,5.45,14.97484536,51,2,8,2,C,I,arugula,regular
ID92,7.55,14.97484536,51,2,8,2,S,S,arugula,regular
ID93,9.65,14.97484536,51,2,8,1,S,S,radish,regular
ID94,11.75,14.97484536,51,2,8,1,S,S,radish,regular
ID95,13.85,14.97484536,51,2,8,2,S,S,arugula,regular
ID96,15.95,14.97484536,51,2,8,2,S,S,arugula,regular
ID97,18.05,14.97484536,51,2,8,1,S,S,radish,regular
ID98,20.15,14.97484536,51,2,8,2,S,S,arugula,regular
ID99,22.25,14.97484536,51,2,8,1,S,S,radish,regular
ID100,2.3,16.7934987,51,2,8,1,S,S,radish,regular
ID101,4.4,16.7934987,51,2,8,1,S,I,radish,regular
ID102,6.5,16.7934987,51,2,8,2,C,I,arugula,regular
ID103,8.6,16.7934987,51,2,8,1,S,S,radish,regular
ID104,10.7,16.7934987,51,2,8,2,S,S,arugula,regular
ID105,12.8,16.7934987,51,2,8,1,S,S,radish,regular
ID106,14.9,16.7934987,51,2,8,1,S,S,radish,regular
ID107,17,16.7934987,51,2,8,1,S,S,radish,regular
ID108,19.1,16.7934987,51,2,8,1,S,S,radish,regular
ID109,21.2,16.7934987,51,2,8,2,S,S,arugula,regular
