ID,x,y,horiz,vert,trayID,rand,dens,richness,rep,SD,spID,comp,state0,state0_v2,day_infected,NOTES
ID1,0.445,1.395567025,1,J,1,det,add,1,1,0.5,radish,1,C,C,6,
ID2,3.245,1.395567025,2,J,1,det,add,1,1,0.5,radish,1,S,S,,
ID3,6.045,1.395567025,3,J,1,det,add,1,1,0.5,radish,1,S,S,,
ID4,8.845,1.395567025,4,J,1,det,add,1,1,0.5,radish,1,S,S,15,
ID5,11.645,1.395567025,5,J,1,det,add,1,1,0.5,radish,1,S,S,18,
ID6,14.445,1.395567025,6,J,1,det,add,1,1,0.5,radish,1,C,C,6,
ID7,17.245,1.395567025,7,J,1,det,add,1,1,0.5,radish,1,S,S,18,
ID8,20.045,1.395567025,8,J,1,det,add,1,1,0.5,radish,1,S,S,,
ID9,22.845,1.395567025,9,J,1,det,add,1,1,0.5,radish,1,S,S,,
ID10,1.845,3.820438156,1.5,I,1,det,add,1,1,0.5,radish,1,S,S,18,
ID11,4.645,3.820438156,2.5,I,1,det,add,1,1,0.5,radish,1,C,C,6,
ID12,7.445,3.820438156,3.5,I,1,det,add,1,1,0.5,radish,1,C,C,6,
ID13,10.245,3.820438156,4.5,I,1,det,add,1,1,0.5,radish,1,S,S,15,
ID14,13.045,3.820438156,5.5,I,1,det,add,1,1,0.5,radish,1,S,S,12,
ID15,15.845,3.820438156,6.5,I,1,det,add,1,1,0.5,radish,1,S,S,18,
ID16,18.645,3.820438156,7.5,I,1,det,add,1,1,0.5,radish,1,S,S,,
ID17,21.445,3.820438156,8.5,I,1,det,add,1,1,0.5,radish,1,S,S,,
ID18,0.445,6.245309287,1,H,1,det,add,1,1,0.5,radish,1,S,S,,
ID19,3.245,6.245309287,2,H,1,det,add,1,1,0.5,radish,1,S,S,,
ID20,6.045,6.245309287,3,H,1,det,add,1,1,0.5,radish,1,S,S,18,
ID21,8.845,6.245309287,4,H,1,det,add,1,1,0.5,radish,1,S,S,15,
ID22,11.645,6.245309287,5,H,1,det,add,1,1,0.5,radish,1,S,S,15,
ID23,14.445,6.245309287,6,H,1,det,add,1,1,0.5,radish,1,S,S,12,
ID24,17.245,6.245309287,7,H,1,det,add,1,1,0.5,radish,1,S,S,,
ID25,20.045,6.245309287,8,H,1,det,add,1,1,0.5,radish,1,S,S,,
ID26,22.845,6.245309287,9,H,1,det,add,1,1,0.5,radish,1,S,S,12,
ID27,1.845,8.670180417,1.5,G,1,det,add,1,1,0.5,radish,1,S,S,,
ID28,4.645,8.670180417,2.5,G,1,det,add,1,1,0.5,radish,1,S,S,,
ID29,7.445,8.670180417,3.5,G,1,det,add,1,1,0.5,radish,1,S,S,18,
ID30,10.245,8.670180417,4.5,G,1,det,add,1,1,0.5,radish,1,S,S,18,
ID31,13.045,8.670180417,5.5,G,1,det,add,1,1,0.5,radish,1,C,C,6,
ID32,15.845,8.670180417,6.5,G,1,det,add,1,1,0.5,radish,1,S,S,9,
ID33,18.645,8.670180417,7.5,G,1,det,add,1,1,0.5,radish,1,S,S,,
ID34,21.445,8.670180417,8.5,G,1,det,add,1,1,0.5,radish,1,C,C,9,
ID35,0.445,11.09505155,1,F,1,det,add,1,1,0.5,radish,1,S,S,,
ID36,3.245,11.09505155,2,F,1,det,add,1,1,0.5,radish,1,S,S,,
ID37,6.045,11.09505155,3,F,1,det,add,1,1,0.5,radish,1,S,S,,
ID38,8.845,11.09505155,4,F,1,det,add,1,1,0.5,radish,1,S,S,NA,
ID39,11.645,11.09505155,5,F,1,det,add,1,1,0.5,radish,1,S,S,12,
ID40,14.445,11.09505155,6,F,1,det,add,1,1,0.5,radish,1,C,C,6,
ID41,17.245,11.09505155,7,F,1,det,add,1,1,0.5,radish,1,S,S,12,
ID42,20.045,11.09505155,8,F,1,det,add,1,1,0.5,radish,1,S,S,,
ID43,22.845,11.09505155,9,F,1,det,add,1,1,0.5,radish,1,S,S,,
ID44,1.845,13.51992268,1.5,E,1,det,add,1,1,0.5,radish,1,S,S,12,
ID45,4.645,13.51992268,2.5,E,1,det,add,1,1,0.5,radish,1,S,S,,
ID46,7.445,13.51992268,3.5,E,1,det,add,1,1,0.5,radish,1,S,S,,
ID47,10.245,13.51992268,4.5,E,1,det,add,1,1,0.5,radish,1,S,S,,
ID48,13.045,13.51992268,5.5,E,1,det,add,1,1,0.5,radish,1,C,C,6,
ID49,15.845,13.51992268,6.5,E,1,det,add,1,1,0.5,radish,1,S,S,9,
ID50,18.645,13.51992268,7.5,E,1,det,add,1,1,0.5,radish,1,S,S,12,
ID51,21.445,13.51992268,8.5,E,1,det,add,1,1,0.5,radish,1,S,S,,
ID52,0.445,15.94479381,1,D,1,det,add,1,1,0.5,radish,1,C,C,6,
ID53,3.245,15.94479381,2,D,1,det,add,1,1,0.5,radish,1,S,S,NA,
ID54,6.045,15.94479381,3,D,1,det,add,1,1,0.5,radish,1,S,S,,
ID55,8.845,15.94479381,4,D,1,det,add,1,1,0.5,radish,1,C,C,6,
ID56,11.645,15.94479381,5,D,1,det,add,1,1,0.5,radish,1,C,C,6,
ID57,14.445,15.94479381,6,D,1,det,add,1,1,0.5,radish,1,S,S,12,
ID58,17.245,15.94479381,7,D,1,det,add,1,1,0.5,radish,1,C,C,6,
ID59,20.045,15.94479381,8,D,1,det,add,1,1,0.5,radish,1,S,S,,
ID60,22.845,15.94479381,9,D,1,det,add,1,1,0.5,radish,1,S,S,,
ID61,1.845,18.36966494,1.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID62,4.645,18.36966494,2.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID63,7.445,18.36966494,3.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID64,10.245,18.36966494,4.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID65,13.045,18.36966494,5.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID66,15.845,18.36966494,6.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID67,18.645,18.36966494,7.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID68,21.445,18.36966494,8.5,C,1,det,add,1,1,0.5,radish,1,S,S,,
ID69,0.445,20.79453607,1,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID70,3.245,20.79453607,2,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID71,6.045,20.79453607,3,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID72,8.845,20.79453607,4,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID73,11.645,20.79453607,5,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID74,14.445,20.79453607,6,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID75,17.245,20.79453607,7,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID76,20.045,20.79453607,8,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID77,22.845,20.79453607,9,B,1,det,add,1,1,0.5,radish,1,S,S,,
ID78,1.845,23.2194072,1.5,A,1,det,add,1,1,0.5,radish,1,S,S,,
ID79,4.645,23.2194072,2.5,A,1,det,add,1,1,0.5,radish,1,S,S,NA,
ID80,7.445,23.2194072,3.5,A,1,det,add,1,1,0.5,radish,1,S,S,,
ID81,10.245,23.2194072,4.5,A,1,det,add,1,1,0.5,radish,1,S,S,,
ID82,13.045,23.2194072,5.5,A,1,det,add,1,1,0.5,radish,1,S,S,,
ID83,15.845,23.2194072,6.5,A,1,det,add,1,1,0.5,radish,1,S,S,,
ID84,18.645,23.2194072,7.5,A,1,det,add,1,1,0.5,radish,1,S,S,,
ID85,21.445,23.2194072,8.5,A,1,det,add,1,1,0.5,radish,1,S,S,,
ID1,0.445,1.395567025,1,J,2,det,add,1,2,0.5,radish,1,C,C,6,
ID2,3.245,1.395567025,2,J,2,det,add,1,2,0.5,radish,1,S,S,18,
ID3,6.045,1.395567025,3,J,2,det,add,1,2,0.5,radish,1,S,S,,
ID4,8.845,1.395567025,4,J,2,det,add,1,2,0.5,radish,1,S,S,,
ID5,11.645,1.395567025,5,J,2,det,add,1,2,0.5,radish,1,S,S,,
ID6,14.445,1.395567025,6,J,2,det,add,1,2,0.5,radish,1,C,C,6,
ID7,17.245,1.395567025,7,J,2,det,add,1,2,0.5,radish,1,S,S,,
ID8,20.045,1.395567025,8,J,2,det,add,1,2,0.5,radish,1,S,S,,
ID9,22.845,1.395567025,9,J,2,det,add,1,2,0.5,radish,1,S,S,,
ID10,1.845,3.820438156,1.5,I,2,det,add,1,2,0.5,radish,1,S,S,,
ID11,4.645,3.820438156,2.5,I,2,det,add,1,2,0.5,radish,1,S,S,,
ID12,7.445,3.820438156,3.5,I,2,det,add,1,2,0.5,radish,1,S,S,15,
ID13,10.245,3.820438156,4.5,I,2,det,add,1,2,0.5,radish,1,S,S,12,
ID14,13.045,3.820438156,5.5,I,2,det,add,1,2,0.5,radish,1,C,C,9,
ID15,15.845,3.820438156,6.5,I,2,det,add,1,2,0.5,radish,1,S,S,,
ID16,18.645,3.820438156,7.5,I,2,det,add,1,2,0.5,radish,1,S,S,,
ID17,21.445,3.820438156,8.5,I,2,det,add,1,2,0.5,radish,1,S,S,,
ID18,0.445,6.245309287,1,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID19,3.245,6.245309287,2,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID20,6.045,6.245309287,3,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID21,8.845,6.245309287,4,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID22,11.645,6.245309287,5,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID23,14.445,6.245309287,6,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID24,17.245,6.245309287,7,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID25,20.045,6.245309287,8,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID26,22.845,6.245309287,9,H,2,det,add,1,2,0.5,radish,1,S,S,x,
ID27,1.845,8.670180417,1.5,G,2,det,add,1,2,0.5,radish,1,S,S,12,
ID28,4.645,8.670180417,2.5,G,2,det,add,1,2,0.5,radish,1,C,C,6,
ID29,7.445,8.670180417,3.5,G,2,det,add,1,2,0.5,radish,1,S,S,18,
ID30,10.245,8.670180417,4.5,G,2,det,add,1,2,0.5,radish,1,C,C,6,
ID31,13.045,8.670180417,5.5,G,2,det,add,1,2,0.5,radish,1,S,S,15,
ID32,15.845,8.670180417,6.5,G,2,det,add,1,2,0.5,radish,1,S,S,,
ID33,18.645,8.670180417,7.5,G,2,det,add,1,2,0.5,radish,1,S,S,,
ID34,21.445,8.670180417,8.5,G,2,det,add,1,2,0.5,radish,1,S,S,18,
ID35,0.445,11.09505155,1,F,2,det,add,1,2,0.5,radish,1,S,S,18,
ID36,3.245,11.09505155,2,F,2,det,add,1,2,0.5,radish,1,S,S,6,
ID37,6.045,11.09505155,3,F,2,det,add,1,2,0.5,radish,1,C,C,,
ID38,8.845,11.09505155,4,F,2,det,add,1,2,0.5,radish,1,S,S,,
ID39,11.645,11.09505155,5,F,2,det,add,1,2,0.5,radish,1,S,S,,
ID40,14.445,11.09505155,6,F,2,det,add,1,2,0.5,radish,1,S,S,,
ID41,17.245,11.09505155,7,F,2,det,add,1,2,0.5,radish,1,S,S,,
ID42,20.045,11.09505155,8,F,2,det,add,1,2,0.5,radish,1,S,S,,
ID43,22.845,11.09505155,9,F,2,det,add,1,2,0.5,radish,1,S,S,18,
ID44,1.845,13.51992268,1.5,E,2,det,add,1,2,0.5,radish,1,S,S,6,
ID45,4.645,13.51992268,2.5,E,2,det,add,1,2,0.5,radish,1,C,C,12,
ID46,7.445,13.51992268,3.5,E,2,det,add,1,2,0.5,radish,1,S,S,,
ID47,10.245,13.51992268,4.5,E,2,det,add,1,2,0.5,radish,1,S,S,,
ID48,13.045,13.51992268,5.5,E,2,det,add,1,2,0.5,radish,1,S,S,,
ID49,15.845,13.51992268,6.5,E,2,det,add,1,2,0.5,radish,1,S,S,,
ID50,18.645,13.51992268,7.5,E,2,det,add,1,2,0.5,radish,1,S,S,,
ID51,21.445,13.51992268,8.5,E,2,det,add,1,2,0.5,radish,1,S,S,,
ID52,0.445,15.94479381,1,D,2,det,add,1,2,0.5,radish,1,S,S,18,
ID53,3.245,15.94479381,2,D,2,det,add,1,2,0.5,radish,1,S,S,15,
ID54,6.045,15.94479381,3,D,2,det,add,1,2,0.5,radish,1,S,S,15,
ID55,8.845,15.94479381,4,D,2,det,add,1,2,0.5,radish,1,S,S,18,
ID56,11.645,15.94479381,5,D,2,det,add,1,2,0.5,radish,1,S,S,,
ID57,14.445,15.94479381,6,D,2,det,add,1,2,0.5,radish,1,S,S,,
ID58,17.245,15.94479381,7,D,2,det,add,1,2,0.5,radish,1,S,S,,
ID59,20.045,15.94479381,8,D,2,det,add,1,2,0.5,radish,1,S,S,,
ID60,22.845,15.94479381,9,D,2,det,add,1,2,0.5,radish,1,S,S,18,
ID61,1.845,18.36966494,1.5,C,2,det,add,1,2,0.5,radish,1,S,S,6,
ID62,4.645,18.36966494,2.5,C,2,det,add,1,2,0.5,radish,1,C,C,12,
ID63,7.445,18.36966494,3.5,C,2,det,add,1,2,0.5,radish,1,S,S,9,
ID64,10.245,18.36966494,4.5,C,2,det,add,1,2,0.5,radish,1,S,S,12,
ID65,13.045,18.36966494,5.5,C,2,det,add,1,2,0.5,radish,1,S,S,,
ID66,15.845,18.36966494,6.5,C,2,det,add,1,2,0.5,radish,1,S,S,,
ID67,18.645,18.36966494,7.5,C,2,det,add,1,2,0.5,radish,1,S,S,,
ID68,21.445,18.36966494,8.5,C,2,det,add,1,2,0.5,radish,1,S,S,18,
ID69,0.445,20.79453607,1,B,2,det,add,1,2,0.5,radish,1,S,S,18,
ID70,3.245,20.79453607,2,B,2,det,add,1,2,0.5,radish,1,S,S,15,
ID71,6.045,20.79453607,3,B,2,det,add,1,2,0.5,radish,1,S,S,12,
ID72,8.845,20.79453607,4,B,2,det,add,1,2,0.5,radish,1,S,S,6,
ID73,11.645,20.79453607,5,B,2,det,add,1,2,0.5,radish,1,C,C,6,
ID74,14.445,20.79453607,6,B,2,det,add,1,2,0.5,radish,1,C,C,,
ID75,17.245,20.79453607,7,B,2,det,add,1,2,0.5,radish,1,S,S,6,
ID76,20.045,20.79453607,8,B,2,det,add,1,2,0.5,radish,1,C,C,6,
ID77,22.845,20.79453607,9,B,2,det,add,1,2,0.5,radish,1,C,C,18,
ID78,1.845,23.2194072,1.5,A,2,det,add,1,2,0.5,radish,1,S,S,18,
ID79,4.645,23.2194072,2.5,A,2,det,add,1,2,0.5,radish,1,S,S,,
ID80,7.445,23.2194072,3.5,A,2,det,add,1,2,0.5,radish,1,S,S,18,
ID81,10.245,23.2194072,4.5,A,2,det,add,1,2,0.5,radish,1,S,S,,
ID82,13.045,23.2194072,5.5,A,2,det,add,1,2,0.5,radish,1,S,S,,
ID83,15.845,23.2194072,6.5,A,2,det,add,1,2,0.5,radish,1,S,S,,
ID84,18.645,23.2194072,7.5,A,2,det,add,1,2,0.5,radish,1,S,S,,
ID85,21.445,23.2194072,8.5,A,2,det,add,1,2,0.5,radish,1,S,S,,
ID1,0.445,1.395567025,1,J,3,det,add,1,3,0.5,radish,1,C,C,6,
ID2,3.245,1.395567025,2,J,3,det,add,1,3,0.5,radish,1,S,S,15,
ID3,6.045,1.395567025,3,J,3,det,add,1,3,0.5,radish,1,S,S,,
ID4,8.845,1.395567025,4,J,3,det,add,1,3,0.5,radish,1,S,S,,
ID5,11.645,1.395567025,5,J,3,det,add,1,3,0.5,radish,1,S,S,,
ID6,14.445,1.395567025,6,J,3,det,add,1,3,0.5,radish,1,S,S,18,
ID7,17.245,1.395567025,7,J,3,det,add,1,3,0.5,radish,1,S,S,,
ID8,20.045,1.395567025,8,J,3,det,add,1,3,0.5,radish,1,S,S,,
ID9,22.845,1.395567025,9,J,3,det,add,1,3,0.5,radish,1,S,S,,
ID10,1.845,3.820438156,1.5,I,3,det,add,1,3,0.5,radish,1,S,S,,
ID11,4.645,3.820438156,2.5,I,3,det,add,1,3,0.5,radish,1,S,S,x,
ID12,7.445,3.820438156,3.5,I,3,det,add,1,3,0.5,radish,1,S,S,,
ID13,10.245,3.820438156,4.5,I,3,det,add,1,3,0.5,radish,1,S,S,15,
ID14,13.045,3.820438156,5.5,I,3,det,add,1,3,0.5,radish,1,C,C,6,
ID15,15.845,3.820438156,6.5,I,3,det,add,1,3,0.5,radish,1,S,S,,
ID16,18.645,3.820438156,7.5,I,3,det,add,1,3,0.5,radish,1,S,S,15,
ID17,21.445,3.820438156,8.5,I,3,det,add,1,3,0.5,radish,1,S,S,,
ID18,0.445,6.245309287,1,H,3,det,add,1,3,0.5,radish,1,C,C,6,
ID19,3.245,6.245309287,2,H,3,det,add,1,3,0.5,radish,1,S,S,18,
ID20,6.045,6.245309287,3,H,3,det,add,1,3,0.5,radish,1,S,S,x,
ID21,8.845,6.245309287,4,H,3,det,add,1,3,0.5,radish,1,S,S,x,
ID22,11.645,6.245309287,5,H,3,det,add,1,3,0.5,radish,1,S,S,,
ID23,14.445,6.245309287,6,H,3,det,add,1,3,0.5,radish,1,S,S,12,
ID24,17.245,6.245309287,7,H,3,det,add,1,3,0.5,radish,1,C,C,6,
ID25,20.045,6.245309287,8,H,3,det,add,1,3,0.5,radish,1,S,S,18,
ID26,22.845,6.245309287,9,H,3,det,add,1,3,0.5,radish,1,S,S,,
ID27,1.845,8.670180417,1.5,G,3,det,add,1,3,0.5,radish,1,S,S,,
ID28,4.645,8.670180417,2.5,G,3,det,add,1,3,0.5,radish,1,S,S,18,
ID29,7.445,8.670180417,3.5,G,3,det,add,1,3,0.5,radish,1,S,S,,
ID30,10.245,8.670180417,4.5,G,3,det,add,1,3,0.5,radish,1,S,S,,
ID31,13.045,8.670180417,5.5,G,3,det,add,1,3,0.5,radish,1,S,S,,
ID32,15.845,8.670180417,6.5,G,3,det,add,1,3,0.5,radish,1,S,S,,
ID33,18.645,8.670180417,7.5,G,3,det,add,1,3,0.5,radish,1,S,S,18,
ID34,21.445,8.670180417,8.5,G,3,det,add,1,3,0.5,radish,1,C,C,6,
ID35,0.445,11.09505155,1,F,3,det,add,1,3,0.5,radish,1,S,S,18,
ID36,3.245,11.09505155,2,F,3,det,add,1,3,0.5,radish,1,C,C,6,
ID37,6.045,11.09505155,3,F,3,det,add,1,3,0.5,radish,1,S,S,,
ID38,8.845,11.09505155,4,F,3,det,add,1,3,0.5,radish,1,S,S,,
ID39,11.645,11.09505155,5,F,3,det,add,1,3,0.5,radish,1,S,S,,
ID40,14.445,11.09505155,6,F,3,det,add,1,3,0.5,radish,1,S,S,9,
ID41,17.245,11.09505155,7,F,3,det,add,1,3,0.5,radish,1,C,C,6,
ID42,20.045,11.09505155,8,F,3,det,add,1,3,0.5,radish,1,C,C,6,
ID43,22.845,11.09505155,9,F,3,det,add,1,3,0.5,radish,1,S,S,15,
ID44,1.845,13.51992268,1.5,E,3,det,add,1,3,0.5,radish,1,S,S,,
ID45,4.645,13.51992268,2.5,E,3,det,add,1,3,0.5,radish,1,S,S,,
ID46,7.445,13.51992268,3.5,E,3,det,add,1,3,0.5,radish,1,S,S,,
ID47,10.245,13.51992268,4.5,E,3,det,add,1,3,0.5,radish,1,S,S,18,
ID48,13.045,13.51992268,5.5,E,3,det,add,1,3,0.5,radish,1,S,S,9,
ID49,15.845,13.51992268,6.5,E,3,det,add,1,3,0.5,radish,1,C,C,6,
ID50,18.645,13.51992268,7.5,E,3,det,add,1,3,0.5,radish,1,S,S,,
ID51,21.445,13.51992268,8.5,E,3,det,add,1,3,0.5,radish,1,S,S,12,
ID52,0.445,15.94479381,1,D,3,det,add,1,3,0.5,radish,1,S,S,,
ID53,3.245,15.94479381,2,D,3,det,add,1,3,0.5,radish,1,S,S,,
ID54,6.045,15.94479381,3,D,3,det,add,1,3,0.5,radish,1,S,S,,
ID55,8.845,15.94479381,4,D,3,det,add,1,3,0.5,radish,1,S,S,,
ID56,11.645,15.94479381,5,D,3,det,add,1,3,0.5,radish,1,S,S,,
ID57,14.445,15.94479381,6,D,3,det,add,1,3,0.5,radish,1,S,S,12,
ID58,17.245,15.94479381,7,D,3,det,add,1,3,0.5,radish,1,S,S,15,
ID59,20.045,15.94479381,8,D,3,det,add,1,3,0.5,radish,1,S,S,9,
ID60,22.845,15.94479381,9,D,3,det,add,1,3,0.5,radish,1,S,S,12,
ID61,1.845,18.36966494,1.5,C,3,det,add,1,3,0.5,radish,1,S,S,,
ID62,4.645,18.36966494,2.5,C,3,det,add,1,3,0.5,radish,1,S,S,,
ID63,7.445,18.36966494,3.5,C,3,det,add,1,3,0.5,radish,1,S,S,,
ID64,10.245,18.36966494,4.5,C,3,det,add,1,3,0.5,radish,1,S,S,,
ID65,13.045,18.36966494,5.5,C,3,det,add,1,3,0.5,radish,1,S,S,,
ID66,15.845,18.36966494,6.5,C,3,det,add,1,3,0.5,radish,1,C,C,6,
ID67,18.645,18.36966494,7.5,C,3,det,add,1,3,0.5,radish,1,S,S,18,
ID68,21.445,18.36966494,8.5,C,3,det,add,1,3,0.5,radish,1,C,C,6,
ID69,0.445,20.79453607,1,B,3,det,add,1,3,0.5,radish,1,S,S,,
ID70,3.245,20.79453607,2,B,3,det,add,1,3,0.5,radish,1,S,S,,
ID71,6.045,20.79453607,3,B,3,det,add,1,3,0.5,radish,1,S,S,,
ID72,8.845,20.79453607,4,B,3,det,add,1,3,0.5,radish,1,S,S,,
ID73,11.645,20.79453607,5,B,3,det,add,1,3,0.5,radish,1,S,S,18,
ID74,14.445,20.79453607,6,B,3,det,add,1,3,0.5,radish,1,C,C,6,
ID75,17.245,20.79453607,7,B,3,det,add,1,3,0.5,radish,1,S,S,,
ID76,20.045,20.79453607,8,B,3,det,add,1,3,0.5,radish,1,S,S,,
ID77,22.845,20.79453607,9,B,3,det,add,1,3,0.5,radish,1,S,S,,
ID78,1.845,23.2194072,1.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID79,4.645,23.2194072,2.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID80,7.445,23.2194072,3.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID81,10.245,23.2194072,4.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID82,13.045,23.2194072,5.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID83,15.845,23.2194072,6.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID84,18.645,23.2194072,7.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID85,21.445,23.2194072,8.5,A,3,det,add,1,3,0.5,radish,1,S,S,,
ID1,0.445,1.395567025,1,J,4,det,add,1,4,0.5,radish,1,S,S,,
ID2,3.245,1.395567025,2,J,4,det,add,1,4,0.5,radish,1,S,S,,
ID3,6.045,1.395567025,3,J,4,det,add,1,4,0.5,radish,1,S,S,,
ID4,8.845,1.395567025,4,J,4,det,add,1,4,0.5,radish,1,S,S,18,
ID5,11.645,1.395567025,5,J,4,det,add,1,4,0.5,radish,1,C,C,6,
ID6,14.445,1.395567025,6,J,4,det,add,1,4,0.5,radish,1,S,S,18,
ID7,17.245,1.395567025,7,J,4,det,add,1,4,0.5,radish,1,S,S,,
ID8,20.045,1.395567025,8,J,4,det,add,1,4,0.5,radish,1,C,C,6,
ID9,22.845,1.395567025,9,J,4,det,add,1,4,0.5,radish,1,S,S,15,
ID10,1.845,3.820438156,1.5,I,4,det,add,1,4,0.5,radish,1,S,S,,
ID11,4.645,3.820438156,2.5,I,4,det,add,1,4,0.5,radish,1,S,S,,
ID12,7.445,3.820438156,3.5,I,4,det,add,1,4,0.5,radish,1,S,S,15,
ID13,10.245,3.820438156,4.5,I,4,det,add,1,4,0.5,radish,1,S,S,15,
ID14,13.045,3.820438156,5.5,I,4,det,add,1,4,0.5,radish,1,S,S,15,
ID15,15.845,3.820438156,6.5,I,4,det,add,1,4,0.5,radish,1,S,S,,
ID16,18.645,3.820438156,7.5,I,4,det,add,1,4,0.5,radish,1,S,S,,
ID17,21.445,3.820438156,8.5,I,4,det,add,1,4,0.5,radish,1,S,S,18,
ID18,0.445,6.245309287,1,H,4,det,add,1,4,0.5,radish,1,S,S,,
ID19,3.245,6.245309287,2,H,4,det,add,1,4,0.5,radish,1,S,S,,
ID20,6.045,6.245309287,3,H,4,det,add,1,4,0.5,radish,1,S,S,,
ID21,8.845,6.245309287,4,H,4,det,add,1,4,0.5,radish,1,S,S,12,
ID22,11.645,6.245309287,5,H,4,det,add,1,4,0.5,radish,1,S,S,,
ID23,14.445,6.245309287,6,H,4,det,add,1,4,0.5,radish,1,S,S,15,
ID24,17.245,6.245309287,7,H,4,det,add,1,4,0.5,radish,1,C,C,6,
ID25,20.045,6.245309287,8,H,4,det,add,1,4,0.5,radish,1,C,C,6,
ID26,22.845,6.245309287,9,H,4,det,add,1,4,0.5,radish,1,S,S,18,
ID27,1.845,8.670180417,1.5,G,4,det,add,1,4,0.5,radish,1,S,S,,
ID28,4.645,8.670180417,2.5,G,4,det,add,1,4,0.5,radish,1,S,S,,
ID29,7.445,8.670180417,3.5,G,4,det,add,1,4,0.5,radish,1,S,S,18,
ID30,10.245,8.670180417,4.5,G,4,det,add,1,4,0.5,radish,1,C,C,6,
ID31,13.045,8.670180417,5.5,G,4,det,add,1,4,0.5,radish,1,S,S,,
ID32,15.845,8.670180417,6.5,G,4,det,add,1,4,0.5,radish,1,S,S,15,
ID33,18.645,8.670180417,7.5,G,4,det,add,1,4,0.5,radish,1,C,C,9,
ID34,21.445,8.670180417,8.5,G,4,det,add,1,4,0.5,radish,1,S,S,,
ID35,0.445,11.09505155,1,F,4,det,add,1,4,0.5,radish,1,S,S,,
ID36,3.245,11.09505155,2,F,4,det,add,1,4,0.5,radish,1,S,S,,
ID37,6.045,11.09505155,3,F,4,det,add,1,4,0.5,radish,1,S,S,18,
ID38,8.845,11.09505155,4,F,4,det,add,1,4,0.5,radish,1,S,S,15,
ID39,11.645,11.09505155,5,F,4,det,add,1,4,0.5,radish,1,S,S,18,
ID40,14.445,11.09505155,6,F,4,det,add,1,4,0.5,radish,1,C,C,6,
ID41,17.245,11.09505155,7,F,4,det,add,1,4,0.5,radish,1,S,S,,
ID42,20.045,11.09505155,8,F,4,det,add,1,4,0.5,radish,1,S,S,,
ID43,22.845,11.09505155,9,F,4,det,add,1,4,0.5,radish,1,S,S,,
ID44,1.845,13.51992268,1.5,E,4,det,add,1,4,0.5,radish,1,S,S,18,
ID45,4.645,13.51992268,2.5,E,4,det,add,1,4,0.5,radish,1,C,C,9,
ID46,7.445,13.51992268,3.5,E,4,det,add,1,4,0.5,radish,1,S,S,12,
ID47,10.245,13.51992268,4.5,E,4,det,add,1,4,0.5,radish,1,S,S,15,
ID48,13.045,13.51992268,5.5,E,4,det,add,1,4,0.5,radish,1,S,S,,
ID49,15.845,13.51992268,6.5,E,4,det,add,1,4,0.5,radish,1,S,S,,
ID50,18.645,13.51992268,7.5,E,4,det,add,1,4,0.5,radish,1,S,S,,
ID51,21.445,13.51992268,8.5,E,4,det,add,1,4,0.5,radish,1,S,S,,
ID52,0.445,15.94479381,1,D,4,det,add,1,4,0.5,radish,1,S,S,,
ID53,3.245,15.94479381,2,D,4,det,add,1,4,0.5,radish,1,S,S,18,
ID54,6.045,15.94479381,3,D,4,det,add,1,4,0.5,radish,1,C,C,6,6X?
ID55,8.845,15.94479381,4,D,4,det,add,1,4,0.5,radish,1,S,S,18,
ID56,11.645,15.94479381,5,D,4,det,add,1,4,0.5,radish,1,C,C,6,
ID57,14.445,15.94479381,6,D,4,det,add,1,4,0.5,radish,1,S,S,,
ID58,17.245,15.94479381,7,D,4,det,add,1,4,0.5,radish,1,S,S,,
